gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	invasionStage	datasetName	presenceBE	gbifapi_scientificName	index
Dittrichia viscosa (L.) Greuter	3101184	Plantae	established	plants	present	Dittrichia viscosa (L.) Greuter	611
Doronicum columnae Ten.	3143034	Plantae	established	plants	present	Doronicum columnae Ten.	612
Doronicum excelsum (N.E.Br.) Stace	3142974	Plantae	unknown	plants	present	Doronicum excelsum (N.E.Br.) Stace	613
Dorycnium hirsutum (L.) Ser.	2959124	Plantae	introduced	plants	present	Dorycnium hirsutum (L.) Ser.	1273
Dorycnium pentaphyllum Scop.	2959128	Plantae	introduced	plants	present	Dorycnium pentaphyllum Scop.	1274
Dracocephalum moldavica L.	2927222	Plantae	introduced	plants	present	Dracocephalum moldavica L.	1531
Dracocephalum parviflorum Nutt.	2927220	Plantae	introduced	plants	present	Dracocephalum parviflorum Nutt.	1532
Dracocephalum thymiflorum L.	2927224	Plantae	introduced	plants	present	Dracocephalum thymiflorum L.	1533
Dreissena polymorpha (Pallas, 1771)	2287072	Animalia	established	macroinvertebrates	present	Dreissena polymorpha (Pallas, 1771)	228
Drosera linearis Goldie	3190845	Plantae	introduced	plants	present	Drosera linearis Goldie	1189
Dryopteris cycadina (Franch. & Sav.) C. Chr.	7319302	Plantae	introduced	plants	present	Dryopteris cycadina (Franch. & Sav.) C. Chr.	1192
Dryopteris erythrosora (D. C. Eaton) Kuntze	7157952	Plantae	introduced	plants	present	Dryopteris erythrosora (D. C. Eaton) Kuntze	1193
Duchesnea indica (Jacks.) Focke	3031919	Plantae, nan	established, nan	harmonia, plants	present	Duchesnea indica (Jacks.) Focke, Potentilla indica (Jacks.) T.Wolf	69, 2390
Dugesia tigrina Girard	2502879	Animalia	established	macroinvertebrates	present	Dugesia tigrina Girard	234
Dysphania ambrosioides (L.) Mosyakin & Clemants	5568446	Plantae	established	plants	present	Dysphania ambrosioides (L.) Mosyakin & Clemants	340
Dysphania botrys (L.) Mosyakin & Clemants	5568428	Plantae	introduced	plants	present	Dysphania botrys (L.) Mosyakin & Clemants	341
Dysphania carinata (R. Br.) Mosyakin & Clemants	5568424	Plantae	introduced	plants	present	Dysphania carinata (R. Br.) Mosyakin & Clemants	342
Dysphania cristata (F. Muell.) Mosyakin & Clemants	5568415	Plantae	introduced	plants	present	Dysphania cristata (F. Muell.) Mosyakin & Clemants	343
Dysphania glomulifera (Nees) Paul G. Wilson	7707087	Plantae	introduced	plants	present	Dysphania glomulifera (Nees) Paul G. Wilson	344
Dysphania multifida (L.) Mosyakin & Clemants	5568361	Plantae	introduced	plants	present	Dysphania multifida (L.) Mosyakin & Clemants	345
Dysphania pseudomultiflora (Murr) Verloove & Lambinon	7877091	Plantae	introduced	plants	present	Dysphania pseudomultiflora (Murr) Verloove & Lambinon	346
Dysphania pumilio (R. Br.) Mosyakin & Clemants	5568339	Plantae	established	plants	present	Dysphania pumilio (R. Br.) Mosyakin & Clemants	347
Dysphania schraderiana (Schult.) Mosyakin & Clemants	5568322	Plantae	introduced	plants	present	Dysphania schraderiana (Schult.) Mosyakin & Clemants	348
Ecballium elaterium (L.) A. Rich.	2874680	Plantae	introduced	plants	present	Ecballium elaterium (L.) A. Rich.	1148
Echinaria capitata (L.) Desf.	5674620	Plantae	introduced	plants	present	Echinaria capitata (L.) Desf.	1965
Echinochloa colona (L.) Link	2702812	Plantae	introduced	plants	present	Echinochloa colona (L.) Link	1966
Echinochloa crus-galli (L.) P.Beauv.	2702808	Plantae	established	plants	present	Echinochloa crus-galli (L.) P.Beauv.	1967
Echinochloa esculenta (A.Braun) H.Scholz	2702798	Plantae	introduced	plants	present	Echinochloa esculenta (A.Braun) H.Scholz	1968
Echinochloa frumentacea Link	2702822	Plantae	introduced	plants	present	Echinochloa frumentacea Link	1969
Echinochloa inundata Michael & Vickery	4118773	Plantae	introduced	plants	present	Echinochloa inundata Michael & Vickery	1971
Echinochloa jubata Stapf	4118753	Plantae	introduced	plants	present	Echinochloa jubata Stapf	1972
Echinocystis lobata (Michx.) Torr. & Gray	5331404	nan	nan	harmonia	absent	Echinocystis lobata (Michx.) Torr. & Gray	70
Echinogammarus berilloni (Catta, 1878)	4315760	Animalia	established	macroinvertebrates	present	Echinogammarus berilloni (Catta, 1878)	183
Echinogammarus trichiatus (Martynov, 1932)	4417131	Animalia	established, introduced	macroinvertebrates, wrims	present	Echinogammarus trichiatus (Martynov, 1932)	184, 9415
Echinops exaltatus Schrad.	5392683	Plantae	established	plants	present	Echinops exaltatus Schrad.	616
Echinops sphaerocephalus L.	5392883	Plantae	unknown	plants	present	Echinops sphaerocephalus L.	617
Echium plantagineum L.	2925895	Plantae	introduced	plants	present	Echium plantagineum L.	827
Eclipta prostrata (L.) L.	5384950	Plantae	introduced	plants	present	Eclipta prostrata (L.) L.	618
Egeria densa Planch.	5329260	Plantae, nan	established, invasive	harmonia, plants	present	Egeria densa Planch.	71, 1478
Ehrharta longiflora Sm.	2702862	Plantae	introduced	plants	present	Ehrharta longiflora Sm.	1975
Eichhornia crassipes (Mart.) Solms	2765940	Plantae	introduced	plants	present	Eichhornia crassipes (Mart.) Solms	2262
Einadia polygonoides (Murr) Paul G.Wilson	3757344	Plantae	introduced	plants	present	Einadia polygonoides (Murr) Paul G.Wilson	349
Elaeagnus angustifolia L.	3039269	Plantae, nan	established, invasive	harmonia, plants	present	Elaeagnus angustifolia L.	72, 1196
Elaeagnus macrophylla Thunb.	7293094	Plantae	introduced	plants	present	Elaeagnus macrophylla Thunb.	1197
Elaeagnus multiflora Thunb.	3039272	Plantae	introduced	plants	present	Elaeagnus multiflora Thunb.	1198
Elaeagnus pungens C.P. Thunb. ex A. Murray	8214730	Plantae	introduced	plants	present	Elaeagnus pungens Thunb.	1199
Elaeagnus submacrophylla Serv.	4048240	Plantae	introduced	plants	present	Elaeagnus submacrophylla Serv.	1201
Elaeagnus umbellata C.P. Thunb. ex A. Murray	7752288	Plantae	established	plants	present	Elaeagnus umbellata Thunb.	1200
Elatine alsinastrum L.	5646136	Plantae	introduced	plants	present	Elatine alsinastrum L.	1202
Eleocharis engelmannii Steud.	2716838	Plantae	established	plants	present	Eleocharis engelmannii Steud.	1184
Eleocharis obtusa (Willd.) Schult.	2717467	Plantae	established	plants	present	Eleocharis obtusa (Willd.) Schult.	1185
Eleusine coracana (L.) Gaertn.	2705957	Plantae	introduced	plants	present	Eleusine coracana (L.) Gaertn.	1976
Eleusine indica (L.) Gaertn.	2705953	Plantae	introduced	plants	present	Eleusine indica subsp. indica	1978
Eleusine tristachya (Lam.) Lam.	2705955	Plantae	established	plants	present	Eleusine tristachya (Lam.) Lam.	1979
Elminius modestus Darwin, 1854	2115741	Animalia	established, to be determined by experts	macroinvertebrates, wrims	present	Elminius modestus Darwin, 1854	208, 9416, 9417
Elodea callitrichoides (Rich.) Casp.	5329198	nan	nan	harmonia	absent	Elodea callitrichoides (Rich.) Casp.	73
Elodea canadensis Michx.	2865448	Plantae, nan	established	harmonia, plants	present	Elodea canadensis Michx.	74, 1479
Elodea nuttallii (Planch.) H.St.John	5329212	Plantae, nan	established, invasive	harmonia, plants	present	Elodea nuttallii (Planch.) H.St.John	75, 1480
Elsholtzia ciliata (Thunb.) Hyl.	2927075	Plantae	introduced	plants	present	Elsholtzia ciliata (Thunb.) Hyl.	1534
Elymus canadensis L.	5290282	Plantae	introduced	plants	present	Elymus canadensis L.	1980
Emex australis Steinh.	2888871	Plantae	introduced	plants	present	Emex australis Steinh.	2214
Emex spinosa (L.) Campd.	2888869	Plantae	introduced	plants	present	Emex spinosa (L.) Campd.	2215
Emilia fosbergii Nicolson	5401508	Plantae	introduced	plants	present	Emilia fosbergii Nicolson	619
Enarthrocarpus lyratus (Forssk.) DC.	3053950	Plantae	introduced	plants	present	Enarthrocarpus lyratus (Forssk.) DC.	902
Enneapogon desvauxii P.Beauv.	2703892	Plantae	introduced	plants	present	Enneapogon desvauxii P.Beauv.	1982
Enneapogon scaber Lehm.	4152153	Plantae	introduced	plants	present	Enneapogon scaber Lehm.	1983
Ensis directus (Conrad, 1843)	2287249	Animalia	established, to be determined by experts	wrims	present	Ensis directus (Conrad, 1843)	9418, 9419
Enteropogon acicularis (Lindl.) Lazarides	5679692	Plantae	introduced	plants	present	Enteropogon acicularis (Lindl.) Lazarides	1984
Ephedra distachya L.	2653321	Plantae	introduced	plants	present	Ephedra distachya L.	1203
Epilobium brachycarpum Presl	3189073	Plantae	established	plants	present	Epilobium brachycarpum Presl	1680
Epilobium ciliatum Raf.	3189096	Plantae, nan	established, invasive	harmonia, plants	present	Epilobium ciliatum Raf.	76, 1681
Epilobium dodonaei Vill.	3666323	Plantae	established	plants	present	Chamaenerion dodonaei (Vill.) Schur	1675
Epilobium floridulum M. Smejkal	3665966	Plantae	unknown	plants	present	Epilobium floridulum M. Smejkal	1683
Epilobium interjectum M. Smejkal	3665061	Plantae	unknown	plants	unknown	Epilobium interjectum M. Smejkal	1684
Epilobium novae-civitatis Smejkal	7595738	Plantae	unknown	plants	unknown	Epilobium novae-civitatis Smejkal	1685
Epimedium alpinum L.	7695021	Plantae	established	plants	present	Epimedium alpinum L.	794
Epimedium pinnatum Fisch. ex DC.	8044946	Plantae	unknown	plants	present	Epimedium pinnatum Fisch. ex DC.	795
Equisetum hyemale subsp. affine (Engelm.) Calder & Roy L.Taylor	6387033	Plantae	established	plants	present	Equisetum hyemale subsp. affine (Engelm.) Calder & Roy L.Taylor	1205
Equisetum scirpoides Michx.	2687948	Plantae	unknown	plants	present	Equisetum scirpoides Michx.	1206
Eragrostis advena (Stapf) S.M.Phillips	4150785	Plantae	introduced	plants	present	Eragrostis advena (Stapf) S.M.Phillips	1985
Eragrostis alveiformis Lazarides	4150636	Plantae	introduced	plants	present	Eragrostis alveiformis Lazarides	1986
Eragrostis atrovirens (Desf.) Trin. ex Steud.	2705341	Plantae	introduced	plants	present	Eragrostis atrovirens (Desf.) Trin. ex Steud.	1987
Eragrostis bahiensis Schult.	2705452	Plantae	introduced	plants	present	Eragrostis bahiensis Schult.	1988
Eragrostis barrelieri Daveau	2705431	Plantae	introduced	plants	present	Eragrostis barrelieri Daveau	1989
Eragrostis bicolor Nees	4117648	Plantae	introduced	plants	present	Eragrostis bicolor Nees	1990
Eragrostis ciliaris (L.) R.Br.	2705373	Plantae	introduced	plants	present	Eragrostis ciliaris (L.) R.Br.	1994
Eragrostis curvula (Schrad.) Nees	2705378	Plantae	established	plants	present	Eragrostis curvula (Schrad.) Nees	1995
Eragrostis dielsii Pilg.	4113766	Plantae	introduced	plants	present	Eragrostis dielsii Pilg.	1996
Eragrostis elongata (Willd.) J.Jacq.	2705362	Plantae	introduced	plants	present	Eragrostis elongata (Willd.) J.Jacq.	1997
Eragrostis lacunaria F. Muell. ex Benth.	8192063	Plantae	introduced	plants	present	Eragrostis lacunaria F. Muell. ex Benth.	1998
Eragrostis leptocarpa Benth.	4145354	Plantae	introduced	plants	present	Eragrostis leptocarpa Benth.	1999
Eragrostis leptostachya (R.Br.) Steud.	2705422	Plantae	introduced	plants	present	Eragrostis leptostachya (R.Br.) Steud.	2000
Eragrostis mexicana (Hornem.) Link	2705339	Plantae	introduced	plants	present	Eragrostis mexicana (Hornem.) Link	2001
Eragrostis minor Host	2705449	Plantae	established	plants	present	Eragrostis minor Host	2002
Eragrostis multicaulis Steud.	2705401	Plantae	established	plants	present	Eragrostis multicaulis Steud.	2003
Eragrostis neesii Trin.	4143912	Plantae	introduced	plants	present	Eragrostis neesii Trin.	2004
Eragrostis neomexicana Vasey	8018483	Plantae	introduced	plants	present	Eragrostis neomexicana Vasey	2005
Eragrostis nigra Nees ex Steud.	4143852	Plantae	introduced	plants	present	Eragrostis nigra Nees ex Steud.	2006
Eragrostis obtusa Munro ex Ficalho & Hiern	4143702	Plantae	introduced	plants	present	Eragrostis obtusa Munro ex Ficalho & Hiern	2007
Eragrostis papposa (Roem. & Schult.) Steud.	4143386	Plantae	introduced	plants	present	Eragrostis papposa (Roem. & Schult.) Steud.	2008
Eragrostis parviflora (R.Br.) Trin.	2705393	Plantae	introduced	plants	present	Eragrostis parviflora (R.Br.) Trin.	2009
Eragrostis pectinacea (Michx.) Nees	2705420	Plantae	introduced	plants	present	Eragrostis pectinacea (Michx.) Nees	2010
Eragrostis pilosa (L.) P.Beauv.	2705400	Plantae	introduced	plants	present	Eragrostis pilosa (L.) P.Beauv.	2011
Eragrostis plana Nees	2705350	Plantae	introduced	plants	present	Eragrostis plana Nees	2012
Eragrostis planiculmis Nees	4142741	Plantae	introduced	plants	present	Eragrostis planiculmis Nees	2013
Eragrostis procumbens Nees	4142399	Plantae	introduced	plants	present	Eragrostis procumbens Nees	2014
Eragrostis rotifer Rendle	4111606	Plantae	introduced	plants	present	Eragrostis rotifer Rendle	2015
Eragrostis tef (Zuccagni) Trotter	2705325	Plantae	introduced	plants	present	Eragrostis tef (Zuccagni) Trotter	2016
Eranthis hyemalis (L.) Salisb.	3033227	Plantae	established	plants	present	Eranthis hyemalis (L.) Salisb.	2304
Eremopoa persica (Trin.) Roshev.	4138123	Plantae	introduced	plants	present	Eremopoa persica (Trin.) Roshev.	2020
Eremopyrum bonaepartis (Spreng.) Nevski	2704664	Plantae	introduced	plants	present	Eremopyrum bonaepartis (Spreng.) Nevski	2021
Erica carnea L.	5682465	Plantae	introduced	plants	present	Erica carnea L.	1209
Erica vagans L.	5333408	Plantae	introduced	plants	present	Erica vagans L.	1210
Erigeron annuus (L.) Desf.	8392258	Plantae	established	plants	present	Erigeron annuus (L.) Desf.	620
Erigeron bonariensis L.	3146717	Plantae	established	plants	present	Erigeron bonariensis L.	621
Erigeron canadensis L.	3146791	Plantae, nan	established	harmonia, plants	present	Conyza canadensis (L.) Cronquist, Erigeron canadensis L.	59, 622
Erigeron floribundus (Kunth) Sch.Bip.	3147018	Plantae	established	plants	present	Erigeron floribundus (Kunth) Sch.Bip.	623
Erigeron karvinskianus DC.	3147168	Plantae	established	plants	present	Erigeron karvinskianus DC.	624
Erigeron philadelphicus L.	3119285	Plantae	introduced	plants	present	Erigeron philadelphicus L.	626
Erigeron speciosus (Lindl.) DC.	3147146	Plantae	introduced	plants	present	Erigeron speciosus (Lindl.) DC.	627
Erigeron sumatrensis Retz.	3146683	Plantae	established	plants	present	Erigeron sumatrensis Retz.	628
Erinus alpinus L.	3741446	Plantae	unknown	plants	present	Erinus alpinus L.	1807
Eriobotrya japonica (Thunb.) Lindl.	3024146	Plantae	introduced	plants	present	Eriobotrya japonica (Thunb.) Lindl.	2372
Eriocheir sinensis H. Milne Edwards, 1853	2225776	Animalia	established, to be determined by experts	macroinvertebrates, wrims	present	Eriocheir sinensis H. Milne Edwards, 1853	199, 9420, 9421, 9422
Eriochloa australiensis Stapf & Thell.	4134633	Plantae	introduced	plants	present	Eriochloa australiensis Stapf & Thell.	2022
Eriochloa crebra S.T.Blake	4134508	Plantae	introduced	plants	present	Eriochloa crebra S.T.Blake	2023
Eriochloa procera (Retz.) C.E.Hubb.	2702527	Plantae	introduced	plants	present	Eriochloa procera (Retz.) C.E.Hubb.	2024
Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M.Black	2702519	Plantae	introduced	plants	present	Eriochloa pseudoacrotricha (Stapf ex Thell.) J.M.Black	2025
Erodium botrys (Cav.) Bertol.	2891628	Plantae	introduced	plants	present	Erodium botrys (Cav.) Bertol.	1435
Erodium brachycarpum (Godr.) Thellung	2891617	Plantae	introduced	plants	present	Erodium brachycarpum (Godr.) Thellung	1436
Erodium chium (L.) Willd.	3828217	Plantae	introduced	plants	present	Erodium chium (L.) Willd.	1437
Erodium ciconium Willd.	8284583	Plantae	introduced	plants	present	Erodium ciconium Willd.	1438
Erodium crinitum Carolin	3827980	Plantae	introduced	plants	present	Erodium crinitum Carolin	1439
Erodium malacoides (L.) Willd.	2891621	Plantae	introduced	plants	present	Erodium malacoides (L.) Willd.	1442
Erodium manescavii Cosson	4934105	Plantae	introduced	plants	present	Erodium manescavii Cosson	1443
Erodium stephanianum Willd.	3829143	Plantae	introduced	plants	present	Erodium stephanianum Willd.	1447
Eruca vesicaria subsp. sativa (Mill.) Thell.	5375925	Plantae	introduced	plants	present	Eruca vesicaria subsp. sativa (Mill.) Thell.	903
Erucaria hispanica (L.) Druce	5377678	Plantae	introduced	plants	present	Erucaria hispanica (L.) Druce	904
Erucastrum gallicum (Willd.) O.E. Schulz	5375547	Plantae	introduced	plants	present	Erucastrum gallicum (Willd.) O.E. Schulz	905
Erucastrum nasturtiifolium (Poir.) O.E. Schulz	5375555	Plantae	introduced	plants	present	Erucastrum nasturtiifolium (Poir.) O.E. Schulz	907
Eryngium bourgatii Gouan	7318448	Plantae	introduced	plants	present	Eryngium bourgatii Gouan	404
Eryngium giganteum M. Bieb.	3631129	Plantae	introduced	plants	present	Eryngium giganteum M. Bieb.	405
Eryngium planum L.	3034393	Plantae	introduced	plants	present	Eryngium planum L.	406
Erysimum cheiri (L.) Crantz	3048203	Plantae	established	plants	present	Erysimum cheiri (L.) Crantz	908
Erysimum diffusum Ehrh.	3048288	Plantae	introduced	plants	present	Erysimum diffusum Ehrh.	909
Erysimum marshallii Bois	3048532	Plantae	introduced	plants	present	Erysimum marshallii Bois	912
Erysimum repandum L.	3048166	Plantae	introduced	plants	present	Erysimum repandum L.	910
Erythranthe cuprea (Dombrain) G.L.Nesom	7878507	Plantae	introduced	plants	present	Erythranthe cuprea (Dombrain) G.L.Nesom	1770
Erythranthe guttata (DC.) G.L.Nesom	7346102	Plantae, nan	established	harmonia, plants	present	Erythranthe guttata (DC.) G.L.Nesom	107, 1771
Erythranthe lutea (L.) G.L.Nesom	7730307	Plantae	introduced	plants	present	Erythranthe lutea (L.) G.L.Nesom	1772
Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom	7346090	Plantae	unknown	plants	present	Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom	1773
Erythronium dens-canis L.	2752849	Plantae	introduced	plants	present	Erythronium dens-canis L.	1591
Eschscholzia californica Cham.	2888380	Plantae	introduced	plants	present	Eschscholzia californica Cham.	1751
Euchiton sphaericus (Willd.) Holub	7587923	Plantae	introduced	plants	present	Euchiton sphaericus (Willd.) Holub	631
Euclidium syriacum (L.) R. Br.	8191598	Plantae	introduced	plants	present	Euclidium syriacum (L.) R. Br.	913
Euonymus alatus (Thunb.) Siebold	3169120	Plantae	introduced	plants	present	Euonymus alatus (Thunb.) Siebold	1081
Euonymus fortunei (Turcz.) Hand.-Mazz.	3169137	Plantae	established	plants	present	Euonymus hederaceus Champ. ex Benth.	1082
Euonymus japonicus Thunb.	7102937	Plantae	introduced	plants	present	Euonymus japonicus Thunb.	1083
