index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	verbatimInvasionStage	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	verbatimIntroductionPathway	introductionPathway	introductionMode	verbatimHabitat	habitat	verbatimNativeRange	nativeRange	verbatimPresenceBE	verbatimPresenceFL	verbatimPresenceWA	verbatimPresenceBR	verbatimPresenceBECoast	verbatimPresenceBPNS	verbatimPresenceBEEZ	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	manual_acceptedKey	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_confidence	gbifapi_acceptedKey	gbifapi_acceptedScientificName
6899	ok		rinse	Euzophera bigella	Euzophera bigella		Animalia	Arthropoda	Insecta			Euzophera	bigella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1875330	Euzophera bigella Zeller, 1848	Euzophera bigella	ACCEPTED	SPECIES	EXACT	100	1875330	Euzophera bigella Zeller, 1848
6900	ok		rinse	Euzophera osseatella	Euzophera osseatella		Animalia	Arthropoda	Insecta			Euzophera	osseatella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1875425	Euzophera osseatella Treitschke, 1832	Euzophera osseatella	ACCEPTED	SPECIES	EXACT	100	1875425	Euzophera osseatella Treitschke, 1832
6901	ok		rinse	Evarcha jucunda	Evarcha jucunda		Animalia	Arthropoda	Arachnida			Evarcha	jucunda													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2172885	Evarcha jucunda (Lucas, 1846)	Evarcha jucunda	ACCEPTED	SPECIES	EXACT	100	2172885	Evarcha jucunda (Lucas, 1846)
6902	ok		rinse	Exaireta spinigera	Exaireta spinigera		Animalia	Arthropoda	Insecta			Exaireta	spinigera													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1579447	Exaireta spinigera (Wiedemann, 1830)	Exaireta spinigera	ACCEPTED	SPECIES	EXACT	100	1579447	Exaireta spinigera (Wiedemann, 1830)
6903	ok		rinse	Exochomus nigromaculatus	Exochomus nigromaculatus		Animalia	Arthropoda	Insecta			Exochomus	nigromaculatus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													4452284	Exochomus nigromaculatus (Goeze, 1777)	Exochomus nigromaculatus	ACCEPTED	SPECIES	EXACT	100	4452284	Exochomus nigromaculatus (Goeze, 1777)
6904	ok, SYNONYM		rinse	Exochomus quadripustulatus	Exochomus quadripustulatus		Animalia	Arthropoda	Insecta			Exochomus	quadripustulatus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													5877963	Exochomus quadripustulatus (Linnaeus, 1758)	Exochomus quadripustulatus	SYNONYM	SPECIES	EXACT	100	1043102	Brumus quadripustulatus (Linnaeus, 1758)
6905	ok		rinse	Fannia pusio	Fannia pusio		Animalia	Arthropoda	Insecta			Fannia	pusio													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5094525	Fannia pusio (Wiedemann, 1830)	Fannia pusio	ACCEPTED	SPECIES	EXACT	100	5094525	Fannia pusio (Wiedemann, 1830)
6906	ok		rinse	Feltia subgothica	Feltia subgothica		Animalia	Arthropoda	Insecta			Feltia	subgothica													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1785733	Feltia subgothica Haworth, 1810	Feltia subgothica	ACCEPTED	SPECIES	EXACT	99	1785733	Feltia subgothica Haworth, 1810
6907	ok		rinse	Feltiella acarisuga	Feltiella acarisuga		Animalia	Arthropoda	Insecta			Feltiella	acarisuga													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1598545	Feltiella acarisuga (Vallot, 1827)	Feltiella acarisuga	ACCEPTED	SPECIES	EXACT	100	1598545	Feltiella acarisuga (Vallot, 1827)
6908	no match		rinse	Ferrisisa virgata	Ferrisisa virgata		Animalia	Arthropoda	Insecta			Ferrisisa	virgata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown																					
6909	ok		rinse	Fieberiella florii	Fieberiella florii		Animalia	Arthropoda	Insecta			Fieberiella	florii													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2043586	Fieberiella florii Stål, 1864	Fieberiella florii	ACCEPTED	SPECIES	EXACT	100	2043586	Fieberiella florii Stål, 1864
6910	ok		rinse	Fieberiella septentrionalis	Fieberiella septentrionalis		Animalia	Arthropoda	Insecta			Fieberiella	septentrionalis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4483099	Fieberiella septentrionalis Wagner, 1963	Fieberiella septentrionalis	ACCEPTED	SPECIES	EXACT	100	4483099	Fieberiella septentrionalis Wagner, 1963
6911	ok		rinse	Filicaleyrodes williamsi	Filicaleyrodes williamsi		Animalia	Arthropoda	Insecta			Filicaleyrodes	williamsi													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4484269	Filicaleyrodes williamsi (Trehan, 1938)	Filicaleyrodes williamsi	ACCEPTED	SPECIES	EXACT	100	4484269	Filicaleyrodes williamsi (Trehan, 1938)
6912	ok		rinse	Fiorinia fioriniae	Fiorinia fioriniae		Animalia	Arthropoda	Insecta			Fiorinia	fioriniae													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5161863	Fiorinia fioriniae (Targioni Tozzetti, 1867)	Fiorinia fioriniae	ACCEPTED	SPECIES	EXACT	99	5161863	Fiorinia fioriniae (Targioni Tozzetti, 1867)
6913	ok, SYNONYM		rinse	Floria variegata	Floria variegata		Animalia	Arthropoda	Insecta			Floria	variegata													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2014353	Floria variegata Löw, 1881	Floria variegata	SYNONYM	SPECIES	EXACT	100	2014352	Livilla variegata (Löw, 1881)
6914	ok		rinse	Forficula smyrnensis	Forficula smyrnensis		Animalia	Arthropoda	Insecta			Forficula	smyrnensis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4393034	Forficula smyrnensis Audinet-Serville, 1838	Forficula smyrnensis	ACCEPTED	SPECIES	EXACT	100	4393034	Forficula smyrnensis Audinet-Serville, 1838
6915	ok		rinse	Frankliniella fusca	Frankliniella fusca		Animalia	Arthropoda	Insecta			Frankliniella	fusca													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1420695	Frankliniella fusca (Hinds, 1902)	Frankliniella fusca	ACCEPTED	SPECIES	EXACT	100	1420695	Frankliniella fusca (Hinds, 1902)
6916	ok		rinse	Frankliniella occidentalis	Frankliniella occidentalis		Animalia	Arthropoda	Insecta			Frankliniella	occidentalis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													8351995	Frankliniella occidentalis (Pergande, 1895)	Frankliniella occidentalis	ACCEPTED	SPECIES	EXACT	100	8351995	Frankliniella occidentalis (Pergande, 1895)
6917	ok		rinse	Frankliniella schultzei	Frankliniella schultzei		Animalia	Arthropoda	Insecta			Frankliniella	schultzei													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1420680	Frankliniella schultzei (Trybom, 1910)	Frankliniella schultzei	ACCEPTED	SPECIES	EXACT	100	1420680	Frankliniella schultzei (Trybom, 1910)
6918	ok, SYNONYM		rinse	Franklinothrips megalops	Franklinothrips megalops		Animalia	Arthropoda	Insecta			Franklinothrips	megalops													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown																					
6919	ok		rinse	Franklinothrips vespiformis	Franklinothrips vespiformis		Animalia	Arthropoda	Insecta			Franklinothrips	vespiformis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1420973	Franklinothrips vespiformis (D. L. Crawford, 1909)	Franklinothrips vespiformis	ACCEPTED	SPECIES	EXACT	100	1420973	Franklinothrips vespiformis (D. L. Crawford, 1909)
6920	ok		rinse	Friesea claviseta	Friesea claviseta		Animalia	Arthropoda	Collembola			Friesea	claviseta													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													5167151	Friesea claviseta Axelson, 1900	Friesea claviseta	ACCEPTED	SPECIES	EXACT	100	5167151	Friesea claviseta Axelson, 1900
6921	ok		rinse	Fulvius anthocoroides	Fulvius anthocoroides		Animalia	Arthropoda	Insecta			Fulvius	anthocoroides													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4487282	Fulvius anthocoroides (Reuter, 1875)	Fulvius anthocoroides	ACCEPTED	SPECIES	EXACT	99	4487282	Fulvius anthocoroides (Reuter, 1875)
6922	ok		rinse	Furchadaspis zamiae	Furchadaspis zamiae		Animalia	Arthropoda	Insecta			Furchadaspis	zamiae													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2084175	Furchadaspis zamiae (Morgan, 1890)	Furchadaspis zamiae	ACCEPTED	SPECIES	EXACT	99	2084175	Furchadaspis zamiae (Morgan, 1890)
6923	ok		rinse	Galleria mellonella	Galleria mellonella		Animalia	Arthropoda	Insecta			Galleria	mellonella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1876542	Galleria mellonella Linnaeus, 1758	Galleria mellonella	ACCEPTED	SPECIES	EXACT	100	1876542	Galleria mellonella Linnaeus, 1758
6924	ok		rinse	Gammarus roeselii	Gammarus roeseli		Animalia	Arthropoda	Malacostraca			Gammarus	roeseli													to be determined by experts		freshwater	freshwater		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													5864277	Gammarus roeselii Gervais, 1835	Gammarus roeselii	ACCEPTED	SPECIES	EXACT	100	5864277	Gammarus roeselii Gervais, 1835
6925	ok		rinse	Gammarus tigrinus	Gammarus tigrinus		Animalia	Arthropoda	Malacostraca			Gammarus	tigrinus													to be determined by experts		marine+freshwater	freshwater | marine		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													2219863	Gammarus tigrinus Sexton, 1939	Gammarus tigrinus	ACCEPTED	SPECIES	EXACT	100	2219863	Gammarus tigrinus Sexton, 1939
6926	ok, SYNONYM		rinse	Gastrotheus sumatranus	Gastrotheus sumatranus		Animalia	Arthropoda	Insecta			Gastrotheus	sumatranus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													6098842	Gastrotheus sumatranus Silverstri, 1916	Gastrotheus sumatranus	SYNONYM	SPECIES	EXACT	100	6931050	Lasiotheus nana Escherich, 1903
6927	ok		rinse	Gelechia sabinellus	Gelechia sabinellus		Animalia	Arthropoda	Insecta			Gelechia	sabinellus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1850450	Gelechia sabinellus Zeller, 1839	Gelechia sabinellus	ACCEPTED	SPECIES	EXACT	100	1850450	Gelechia sabinellus Zeller, 1839
6928	ok		rinse	Gelechia senticetella	Gelechia senticetella		Animalia	Arthropoda	Insecta			Gelechia	senticetella													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1850279	Gelechia senticetella Staudinger, 1859	Gelechia senticetella	ACCEPTED	SPECIES	EXACT	100	1850279	Gelechia senticetella Staudinger, 1859
6929	ok		rinse	Geococcus coffeae	Geococcus coffeae		Animalia	Arthropoda	Insecta			Geococcus	coffeae													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2093073	Geococcus coffeae Green, 1933	Geococcus coffeae	ACCEPTED	SPECIES	EXACT	100	2093073	Geococcus coffeae Green, 1933
6930	ok		rinse	Gibbium psylloides	Gibbium psylloides		Animalia	Arthropoda	Insecta			Gibbium	psylloides													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1095750	Gibbium psylloides (Czenpinski, 1778)	Gibbium psylloides	ACCEPTED	SPECIES	EXACT	100	1095750	Gibbium psylloides (Czenpinski, 1778)
6931	ok, SYNONYM		rinse	Gilletteella cooleyi	Gilletteella cooleyi		Animalia	Arthropoda	Insecta			Gilletteella	cooleyi													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2049734	Gilletteella cooleyi (Gillette, 1907)	Gilletteella cooleyi	SYNONYM	SPECIES	EXACT	100	2049732	Adelges cooleyi (Gillette, 1907)
6932	ok		rinse	Gilpinia hercyniae	Gilpinia hercyniae		Animalia	Arthropoda	Insecta			Gilpinia	hercyniae													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													1249740	Gilpinia hercyniae (Hartig)	Gilpinia hercyniae	ACCEPTED	SPECIES	EXACT	100	1249740	Gilpinia hercyniae (Hartig)
6933	ok		rinse	Gilpinia virens	Gilpinia virens		Animalia	Arthropoda	Insecta			Gilpinia	virens													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													4492160	Gilpinia virens (Klug, 1812)	Gilpinia virens	ACCEPTED	SPECIES	EXACT	100	4492160	Gilpinia virens (Klug, 1812)
6934	ok		rinse	Gliricola porcelli	Gliricola porcelli		Animalia	Arthropoda	Insecta			Gliricola	porcelli													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													1032757	Gliricola porcelli (Schrank, 1781)	Gliricola porcelli	ACCEPTED	SPECIES	EXACT	100	1032757	Gliricola porcelli (Schrank, 1781)
6935	ok		rinse	Glischrochilus quadrisignatus	Glischrochilus quadrisignatus		Animalia	Arthropoda	Insecta			Glischrochilus	quadrisignatus													to be determined by experts		terrestrial	terrestrial		to be determined by experts	present							to be determined by experts	present	to be determined by experts	to be determined by experts													4453163	Glischrochilus quadrisignatus (Say, 1835)	Glischrochilus quadrisignatus	ACCEPTED	SPECIES	EXACT	100	4453163	Glischrochilus quadrisignatus (Say, 1835)
6936	ok		rinse	Glycaspis brimblecombei	Glycaspis brimblecombei		Animalia	Arthropoda	Insecta			Glycaspis	brimblecombei													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2013501	Glycaspis brimblecombei Moore, 1964	Glycaspis brimblecombei	ACCEPTED	SPECIES	EXACT	100	2013501	Glycaspis brimblecombei Moore, 1964
6937	ok, SYNONYM		rinse	Glyphodes perspectalis	Glyphodes perspectalis		Animalia	Arthropoda	Insecta			Glyphodes	perspectalis													to be determined by experts		terrestrial	terrestrial		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown																					
6938	ok		rinse	Gnathia dentata	Gnathia dentata		Animalia	Arthropoda	Malacostraca			Gnathia	dentata													to be determined by experts		marine	marine		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2204545	Gnathia dentata (Sars G.O., 1872)	Gnathia dentata	ACCEPTED	SPECIES	EXACT	100	2204545	Gnathia dentata (Sars G.O., 1872)
6939	ok		rinse	Gnathia maxillaris	Gnathia maxillaris		Animalia	Arthropoda	Malacostraca			Gnathia	maxillaris													to be determined by experts		freshwater	freshwater		to be determined by experts	not confirmed							unknown	unknown	unknown	unknown													2204504	Gnathia maxillaris (Montagu, 1804)	Gnathia maxillaris	ACCEPTED	SPECIES	EXACT	100	2204504	Gnathia maxillaris (Montagu, 1804)
