id,scientificname,species_group,species_type,species_status,count_obs
26433,Cordilura pubera,Vliegen en Muggen,S,Native,14
26434,Iris sibirica,Planten,S,Incidental / Vagrant / Migrant,22
26435,Vicia sativa,Planten,S,Native,5279
26436,Vicia sativa subsp. nigra + Vicia sativa subsp. segetalis,Planten,M,Native,148
26437,Rosa virginiana,Planten,S,Incidental / Vagrant / Migrant,9
26438,Rosa Hollandica,Planten,H,Incidental / Vagrant / Migrant,12
26439,Elatine spec.,Planten,M,Native,35
26440,Scleranthus annuus,Planten,S,Native,1133
26441,Elytrigia atherica + Elytrigia maritima,Planten,M,Native,11
26445,Brassica oleracea (cultivar),Planten,V,Incidental / Vagrant / Migrant,33
26446,Grapholita spec.,Nachtvlinders en micro's,M,Native,27
26447,Psila spec.,Vliegen en Muggen,M,Native,25
26448,Sapyga clavicornis,Bijen wespen en mieren,S,Native,135
26449,Sepiola atlantica,Weekdieren,S,Native,56
26450,Ommatoiulus sabulosus,Geleedpotigen (overig),S,Native,156
26451,Rivellia syngenesiae,Vliegen en Muggen,S,Native,110
26452,Aceria macrochela,Geleedpotigen (overig),S,Native,75
26453,Pharyngomyia picta,Vliegen en Muggen,S,Native,1
26455,Ammophila pubescens,Bijen wespen en mieren,S,Native,20
26456,Acipenser gueldenstaedtii,Vissen,S,Native,7
26457,"Tarzetta catinus sl, incl. cupularis",Paddenstoelen,M,Native,26
26461,Cyathura carinata,Geleedpotigen (overig),S,Native,4
26463,Armadillidium album,Geleedpotigen (overig),S,Native,4
26464,Armadillidium opacum,Geleedpotigen (overig),S,Native,45
26465,Armadillidium pictum,Geleedpotigen (overig),S,Native,58
26466,Armadillidium pulchellum,Geleedpotigen (overig),S,Native,33
26468,Proasellus coxalis,Geleedpotigen (overig),S,Native,1
26470,Proasellus meridianus,Geleedpotigen (overig),S,Native,33
26479,Eurydice affinis,Geleedpotigen (overig),S,Native,2
26480,Eurydice pulchra,Geleedpotigen (overig),S,Native,11
26481,Eurydice spinigera,Geleedpotigen (overig),S,Native,3
26483,Cylisticus convexus,Geleedpotigen (overig),S,Native,11
26486,Prodajus ostendensis,Geleedpotigen (overig),S,Native,2
26488,Paragnathia formica,Geleedpotigen (overig),S,Native,1
26489,Idotea chelipes,Geleedpotigen (overig),S,Native,12
26490,Idotea emarginata,Geleedpotigen (overig),S,Native,1
26491,Idotea granulosa,Geleedpotigen (overig),S,Native,5
26492,Idotea linearis,Geleedpotigen (overig),S,Native,5
26494,Jaera albifrons,Geleedpotigen (overig),S,Native,1
26496,Jaera istri,Geleedpotigen (overig),S,Native,1
26498,Porcellio dilatatus,Geleedpotigen (overig),S,Native,24
26499,Porcellio laevis,Geleedpotigen (overig),S,Native,5
26500,Lekanesphaera hookeri,Geleedpotigen (overig),S,Native,2
26501,Lekanesphaera rugicauda,Geleedpotigen (overig),S,Native,44
26502,Porcellium conspersum,Geleedpotigen (overig),S,Native,19
26503,Androniscus dentiger,Geleedpotigen (overig),S,Native,147
26504,Hyloniscus riparius,Geleedpotigen (overig),S,Native,64
26505,Metatrichoniscoides leydigii,Geleedpotigen (overig),S,Native,7
26507,Trichoniscoides helveticus,Geleedpotigen (overig),S,Native,20
26508,Trichoniscoides sarsi,Geleedpotigen (overig),S,Native,58
26509,Artemisia campestris,Planten,S,Native,19
26510,Limnodromus spec.,Vogels,M,Native,10
26512,Phytomyza ranunculi,Vliegen en Muggen,S,Native,103
26514,Protocalliphora azurea,Vliegen en Muggen,S,Native,20
26516,Armadillidium nasatum,Geleedpotigen (overig),S,Native,158
26518,Oxybelus bipunctatus,Bijen wespen en mieren,S,Native,120
26521,Melieria spec.,Vliegen en Muggen,M,Native,4
26522,Andricus callidoma,Bijen wespen en mieren,S,Native,57
26523,Tragopogon x mirabilis (T. porrifolius x pratensis),Planten,H,Incidental / Vagrant / Migrant,4
26524,Albugo candida,Paddenstoelen,S,Native,45
26526,Philophylla caesio,Vliegen en Muggen,S,Native,49
26527,Perilampus aeneus,Bijen wespen en mieren,S,Native,1
26528,Symmorphus spec.,Bijen wespen en mieren,M,Native,44
26529,Dikerogammarus villosus,Geleedpotigen (overig),S,Native,14
26530,Solva marginata,Vliegen en Muggen,S,Native,88
26531,Bromus lanceolatus,Planten,S,Incidental / Vagrant / Migrant,3
26532,Roeslerstammia erxlebella,Nachtvlinders en micro's,S,Native,12
26536,Nepticulidae spec.,Nachtvlinders en micro's,M,Native,139
26537,Stagnicola palustris,Weekdieren,S,Native,131
26538,Stagnicola corvus,Weekdieren,S,Native,5
26539,Stagnicola indet.,Weekdieren,M,Native,160
26540,Radix labiata,Weekdieren,S,Native,45
26541,Tipula fulvipennis,Vliegen en Muggen,S,Native,40
26542,Cylindromyia spec.,Vliegen en Muggen,M,Native,6
26544,Saldula spec.,Wantsen en Cicaden,M,Native,21
26545,Ctenophora pectinicornis,Vliegen en Muggen,S,Native,38
26546,Smicromyrme rufipes,Bijen wespen en mieren,S,Native,111
26547,Methocha ichneumonides,Bijen wespen en mieren,S,Native,23
26549,Blepharipa pratensis,Vliegen en Muggen,S,Native,7
26550,Chrysomus icterocephalus,Vogels,S,Exotic,5
26551,Haematopota italica,Vliegen en Muggen,S,Native,46
26554,Villa circumdata,Vliegen en Muggen,Y,Does not occur,1
26556,Mentha requienii,Planten,S,Incidental / Vagrant / Migrant,5
26558,Gomphocerinae spec.,Sprinkhanen en krekels,M,Native,164
26560,Uromyces dactylidis,Paddenstoelen,S,Native,137
26562,Phytomyza aquilegiae,Vliegen en Muggen,S,Native,8
26563,Gymnosporangium fuscum,Paddenstoelen,Y,Does not occur,15
26564,Crambidae spec.,Nachtvlinders en micro's,M,Native,107
26565,Melampsora allii-populina,Paddenstoelen,S,Native,20
26566,Harpactus lunatus,Bijen wespen en mieren,S,Native,2
26567,Nysson maculosus,Bijen wespen en mieren,S,Native,9
26568,Dasineura sisymbrii,Vliegen en Muggen,S,Native,47
26569,Eriophyes vitis,Geleedpotigen (overig),Y,Native,13
26570,Amauromyza verbasci,Vliegen en Muggen,S,Native,42
26571,Agrostemma spec.,Planten,M,Incidental / Vagrant / Migrant,36
26573,Lamium maculatum Variegatum,Planten,V,Native,151
26574,Odynerus spinipes,Bijen wespen en mieren,S,Native,91
26576,Gastropacha populifolia,Nachtvlinders en micro's,S,Native,8
26578,Holopyga generosa,Bijen wespen en mieren,S,Native,13
26579,Crabro peltarius,Bijen wespen en mieren,S,Native,62
26580,Megachile spec.,Bijen wespen en mieren,M,Native,393
26581,Tipula scripta,Vliegen en Muggen,S,Native,72
26582,Oxycera rara,Vliegen en Muggen,S,Native,65
26583,Chrysopilus cristatus,Vliegen en Muggen,S,Native,159
26584,Tachysphex spec.,Bijen wespen en mieren,M,Native,18
26585,Urophora stylata,Vliegen en Muggen,S,Native,99
26586,Anoplius nigerrimus,Bijen wespen en mieren,S,Native,17
26589,Lucilia sericata,Vliegen en Muggen,S,Native,41
26590,Nemotelus uliginosus,Vliegen en Muggen,S,Native,38
26591,Cryptosiphum artemisiae,Wantsen en Cicaden,S,Native,66
26592,Steatoda spec.,Geleedpotigen (overig),M,Native,9
26593,Phaeosolenia densa,Paddenstoelen,S,Native,6
26594,Pezicula frangulae,Paddenstoelen,S,Native,1
26595,Boletus communis,Paddenstoelen,Y,Does not occur,33
26596,Salvia sclarea,Planten,S,Incidental / Vagrant / Migrant,1
26597,Calycomyza artemisiae,Vliegen en Muggen,S,Native,39
26598,Cerodontha ircos,Vliegen en Muggen,S,Native,3
26599,Livia juncorum,Wantsen en Cicaden,S,Native,52
26600,Galerucella spec.,Kevers,M,Native,25
26601,Dasineura ulmaria,Vliegen en Muggen,S,Native,163
26602,Agromyza pseudoreptans,Vliegen en Muggen,S,Native,9
26603,Fenusa dohrnii,Bijen wespen en mieren,S,Native,39
26605,Amanita rubescens f. annulosulfurea,Paddenstoelen,F,Native,86
26606,Tubeufia cerea,Paddenstoelen,S,Native,21
26607,Mephitis mephitis,Zoogdieren,S,Exotic,2
26608,Sisyrinchium californicum,Planten,S,Incidental / Vagrant / Migrant,5
26609,Mentha spec.,Planten,M,Native,162
26610,Acipenser spec.,Vissen,M,Native,1
26611,Oxycera leonina,Vliegen en Muggen,S,Native,51
26614,Empis lutea,Vliegen en Muggen,S,Native,14
26615,Caenolyda reticulata,Bijen wespen en mieren,S,Native,2
26616,Cabera spec.,Nachtvlinders en micro's,M,Native,39
26617,Rhogogaster genistae,Bijen wespen en mieren,S,Native,1
26618,Aceria genistae,Geleedpotigen (overig),S,Native,79
26619,Anoplius concinnus,Bijen wespen en mieren,S,Native,4
26620,Ornithogalum pyrenaicum,Planten,S,Native,91
26621,Agromyza flaviceps,Vliegen en Muggen,S,Native,60
26622,Agromyza alnivora,Vliegen en Muggen,S,Native,104
26623,Agromyza idaeiana,Vliegen en Muggen,S,Native,37
26624,Liriomyza amoena,Vliegen en Muggen,S,Native,72
26625,Larinus turbinatus,Kevers,S,Native,124
26626,Zygaena lonicerae,Nachtvlinders en micro's,S,Native,75
26627,Rhopalocera,Dagvlinders,M,Native,362
26628,Bellardia spec.,Vliegen en Muggen,M,Native,11
26629,Gorytes laticinctus,Bijen wespen en mieren,S,Native,38
26630,Gorytes spec.,Bijen wespen en mieren,M,Native,28
26631,Ichneumon sarcitorius,Bijen wespen en mieren,S,Native,38
26632,Trachemys scripta scripta,Reptielen en amfibieën,I,Exotic,458
26633,Trachemys scripta troostii,Reptielen en amfibieën,I,Exotic,398
26634,Tachysphex pompiliformis,Bijen wespen en mieren,S,Native,35
26635,Phytomyza glechomae,Vliegen en Muggen,S,Native,57
26636,Nasturtium microphyllum + Nasturtium officinale,Planten,M,Native,289
26637,Pachygaster atra,Vliegen en Muggen,S,Native,43
26638,Landoltia punctata,Planten,S,Incidental / Vagrant / Migrant,2
26639,Gastropoda spec.,Weekdieren,M,Native,216
26641,Thaumatomyia spec.,Vliegen en Muggen,M,Native,26
26642,Hedychridium ardens,Bijen wespen en mieren,S,Native,11
26643,Triaenodes bicolor,Insecten (overig),S,Native,16
26644,Podalonia spec.,Bijen wespen en mieren,M,Native,8
26645,Podalonia affinis,Bijen wespen en mieren,S,Native,8
26647,Podalonia luffii,Bijen wespen en mieren,S,Native,1
26649,Ephialtes manifestator,Bijen wespen en mieren,S,Native,45
26650,Pherbellia cinerella,Vliegen en Muggen,S,Native,17
26651,Neurotoma saltuum,Bijen wespen en mieren,S,Native,28
26653,Paecilomyces farinosus,Paddenstoelen,Y,Native,138
26654,Menetus dilatatus,Weekdieren,S,Exotic,2
26655,Valvata macrostoma,Weekdieren,S,Native,2
26656,Cliorismia spec.,Vliegen en Muggen,M,Native,6
26657,Platycercus elegans,Vogels,S,Exotic,44
26659,Oecetis lacustris,Insecten (overig),S,Native,36
26660,Oecetis ochracea,Insecten (overig),S,Native,140
26661,Oecetis furva,Insecten (overig),S,Native,7
26663,Oxyptilus spec.,Nachtvlinders en micro's,M,Native,7
26665,Geophilomorpha indet.,Geleedpotigen (overig),M,Native,32
26666,Caenis horaria,Insecten (overig),S,Native,5
26667,Caenis luctuosa,Insecten (overig),S,Native,4
26668,Caenis robusta,Insecten (overig),S,Native,14
26669,Geopelia cuneata,Vogels,S,Exotic,20
26670,Dasineura pustulans,Vliegen en Muggen,S,Native,80
26671,Dasineura aparines,Vliegen en Muggen,S,Native,18
26672,Orchestia cavimana,Geleedpotigen (overig),S,Native,7
26673,Taphrina amentorum,Paddenstoelen,Y,Native,281
26674,Vanellus armatus,Vogels,S,Exotic,1
26677,Cylindroiulus latestriatus/brittanicus,Geleedpotigen (overig),M,Native,5
26678,Cylindroiulus vulnerarius,Geleedpotigen (overig),S,Native,8
26679,Rilaena triangularis,Geleedpotigen (overig),S,Native,436
26680,Bucorvus leadbeateri,Vogels,S,Exotic,10
26682,Scutigera coleoptrata,Geleedpotigen (overig),S,Incidental import,6
26683,Lithobiomorpha indet.,Geleedpotigen (overig),M,Native,4
26684,Cryptops spec.,Geleedpotigen (overig),M,Native,5
26685,Scolopendra cingulata,Geleedpotigen (overig),S,Does not occur,1
26686,Chroicocephalus ridibundus x Ichthyaetus melanocephalus,Vogels,H,Native,131
26687,Nephrotoma scurra,Vliegen en Muggen,S,Native,244
26688,Abia sericea,Bijen wespen en mieren,S,Native,27
26689,Blattella germanica,Insecten (overig),S,Native,11
26690,Cyperus involucratus,Planten,S,Incidental / Vagrant / Migrant,1
26691,Gammarus tigrinus,Geleedpotigen (overig),S,Native,15
26692,Opiliones indet.,Geleedpotigen (overig),M,Native,231
26694,Andricus ostrea,Bijen wespen en mieren,Y,Native,7
26695,Macrodiplosis dryobia,Vliegen en Muggen,S,Native,99
26696,Profenusa pygmaea,Bijen wespen en mieren,S,Native,65
26697,Leucophora spec.,Vliegen en Muggen,M,Native,10
26698,Anisotoma humeralis,Kevers,S,Native,15
26700,Arion (Arion) spec.,Weekdieren,M,Native,483
26701,Branta hutchinsii x Branta leucopsis,Vogels,H,Exotic,89
26703,Leccinum cyaneobasileucum var. brunneogriseolum,Paddenstoelen,V,Native,104
26704,Russula cyanoxantha f. peltereaui,Paddenstoelen,F,Native,62
26706,Paecilomyces tenuipes,Paddenstoelen,Y,Native,59
26707,Lacerta cf. viridis,Reptielen en amfibieën,M,Native,2
26708,Palaemonetes varians,Geleedpotigen (overig),S,Native,53
26709,Fenusella nana,Bijen wespen en mieren,S,Native,23
26711,Eriosoma lanuginosum,Wantsen en Cicaden,S,Native,78
26712,Eriosoma ulmi,Wantsen en Cicaden,S,Native,31
26714,Nephrotoma flavipalpis,Vliegen en Muggen,S,Native,189
26717,Eriosoma patchae,Wantsen en Cicaden,S,Native,1
26724,Andricus aries,Bijen wespen en mieren,S,Native,12
26725,Amphipoea spec.,Nachtvlinders en micro's,M,Native,176
26726,Elytrigia repens + E. maritima + E. atherica,Planten,M,Native,8
26727,Ustilago longissima,Paddenstoelen,S,Native,24
26728,Sedum Herbstfreude (S. spectabile x telephium),Planten,H,Naturalized,210
26729,Trioza alacris,Wantsen en Cicaden,S,Native,12
26730,Taphrina deformans,Paddenstoelen,S,Native,53
26731,Prionocera turcica,Vliegen en Muggen,S,Native,9
26732,Andricus solitarius,Bijen wespen en mieren,S,Native,93
26734,Gasterophilus intestinalis,Vliegen en Muggen,S,Native,10
26735,Cecidophyes galii,Geleedpotigen (overig),S,Native,51
26736,Tipula varipennis,Vliegen en Muggen,S,Native,152
26737,Epilobium spec.,Planten,M,Native,1248
26738,Ctenocephalides felis,Insecten (overig),S,Native,11
26739,Taphrina tosquinetii,Paddenstoelen,S,Native,20
26740,Aceria hippophaena,Geleedpotigen (overig),Y,Native,11
26741,Brachycaudus tragopogonis,Wantsen en Cicaden,S,Native,6
26742,Ocypus ater,Kevers,Y,Native,8
26743,Protophormia terraenovae,Vliegen en Muggen,S,Native,11
26745,Wachtliella rosarum,Vliegen en Muggen,Y,Native,11
26748,Anas versicolor,Vogels,S,Exotic,35
26749,Sphagnum spec.,Mossen en korstmossen,M,Native,581
26753,Ganoderma spec.,Paddenstoelen,M,Native,112
26754,Mystacides azureus,Insecten (overig),S,Native,83
26755,Mystacides spec.,Insecten (overig),M,Native,14
26756,Ammophila spec.,Bijen wespen en mieren,M,Native,97
26758,Aceria campestricola,Geleedpotigen (overig),S,Native,141
26760,Aculus magnirostris,Geleedpotigen (overig),S,Native,56
26761,Andricus legitimus,Bijen wespen en mieren,S,Native,20
26764,Contarinia petioli,Vliegen en Muggen,S,Native,12
26765,Periclista pubescens,Bijen wespen en mieren,S,Native,4
26766,Larus fuscus x Larus michahellis,Vogels,H,Native,5
26767,Eurithia anthophila,Vliegen en Muggen,S,Native,7
26768,Miltogramma germari,Vliegen en Muggen,S,Native,2
26769,Xiphydria camelus,Bijen wespen en mieren,S,Native,40
26772,Opilio saxatilis,Geleedpotigen (overig),S,Native,38
26773,Echinochloa spec.,Planten,M,Native,194
26775,Chrysopilus spec.,Vliegen en Muggen,M,Native,157
26776,Metopius spec.,Bijen wespen en mieren,M,Native,84
26777,Heptagenia flava,Insecten (overig),S,Native,1
26779,Baetis spec.,Insecten (overig),M,Native,31
26780,Stenus boops,Kevers,S,Native,45
26781,Paederus spec.,Kevers,M,Native,32
26782,Acalitus brevitarsus,Geleedpotigen (overig),S,Native,98
26784,Julidae indet.,Geleedpotigen (overig),M,Native,140
26787,Andricus grossulariae,Bijen wespen en mieren,S,Native,7
26788,Andricus corruptrix,Bijen wespen en mieren,S,Native,32
26789,Andricus inflator,Bijen wespen en mieren,S,Native,49
26790,Pontania gallarum,Bijen wespen en mieren,S,Native,84
26792,Rabdophaga clavifex,Vliegen en Muggen,S,Native,3
26793,Oligoporus ptychogaster imperfect,Paddenstoelen,Y,Native,38
26794,Brachydesmus superus,Geleedpotigen (overig),S,Native,28
26795,Proteroiulus fuscus,Geleedpotigen (overig),S,Native,45
26798,Rhopalocera exotic spec.,Dagvlinders,M,Exotic,5
26799,Fruticicola fruticum,Weekdieren,S,Native,150
26800,Oxyloma spec.,Weekdieren,M,Native,24
26801,Pisidium spec.,Weekdieren,M,Native,167
26802,Grus japonensis,Vogels,S,Exotic,3
26803,Limnephilus lunatus,Insecten (overig),S,Native,199
26804,Limnephilus decipiens,Insecten (overig),S,Native,5
26805,Ecnomus tenellus,Insecten (overig),S,Native,116
26806,Anabolia nervosa,Insecten (overig),S,Native,25
26807,Limnephilus marmoratus,Insecten (overig),S,Native,341
26808,Limnephilus binotatus,Insecten (overig),S,Native,27
26809,Limnephilus flavicornis,Insecten (overig),S,Native,278
26810,Coreopsis tinctoria,Planten,S,Incidental / Vagrant / Migrant,21
26811,Leccinum albostipitatum,Paddenstoelen,S,Native,18
26812,Idioptera linnei,Vliegen en Muggen,S,Native,5
26813,Idioptera pulchella,Vliegen en Muggen,S,Native,18
26814,Gymnosporangium sabinae,Paddenstoelen,S,Native,179
26815,Macrodiplosis volvens,Vliegen en Muggen,S,Native,60
26816,Ditylenchus dipsaci,overige ongewervelden,S,Native,8
26817,Pherbellia griseola,Vliegen en Muggen,S,Native,6
26818,Limnephilus spec.,Insecten (overig),M,Native,66
26819,Obolodiplosis robiniae,Vliegen en Muggen,S,Native,199
26821,Robinia pseudoacacia,Planten,S,Naturalized,7403
26822,Macrosaccus robiniella,Nachtvlinders en micro's,S,Native,130
26824,Myotis spec.,Zoogdieren,M,Native,1594
26825,Mycena pura f. lutea,Paddenstoelen,F,Native,20
26827,Tulostoma brumale f. brumale,Paddenstoelen,F,Native,5
26828,Aralia elata,Planten,S,Incidental / Vagrant / Migrant,137
26830,Psyllopsis fraxini,Wantsen en Cicaden,S,Native,59
26833,Hybos culiciformis,Vliegen en Muggen,S,Native,47
26834,Hybos grossipes,Vliegen en Muggen,S,Native,3
26835,Chelicorophium curvispinum,Geleedpotigen (overig),S,Native,3
26836,Corophium volutator,Geleedpotigen (overig),S,Native,4
26837,Apocorophium lacustre,Geleedpotigen (overig),S,Native,3
26838,Heterarthrus aceris,Bijen wespen en mieren,S,Native,11
26839,Heterarthrus vagans,Bijen wespen en mieren,S,Native,39
26840,Fenella nigrita,Bijen wespen en mieren,S,Native,14
26841,Cotoneaster spec.,Planten,M,Native,397
26842,Trypoxylon spec.,Bijen wespen en mieren,M,Native,191
26843,Trypoxylon attenuatum,Bijen wespen en mieren,S,Native,20
26844,Trypoxylon clavicerum,Bijen wespen en mieren,S,Native,3
26845,Trypoxylon figulus,Bijen wespen en mieren,S,Native,117
26847,Trypoxylon minus,Bijen wespen en mieren,S,Native,2
26848,Chromatomyia aprilina,Vliegen en Muggen,S,Native,72
26850,Lestiphorus bicinctus,Bijen wespen en mieren,S,Native,5
26851,Coenosia atra,Vliegen en Muggen,S,Native,2
26852,Tricholoma argyraceum var. inocybeoides,Paddenstoelen,Y,Native,5
26853,"Leccinum scabrum sl, incl. cyaneobasileucum, melaneum, schistophilum, variicolor",Paddenstoelen,M,Native,332
26854,Acrodactyla spec.,Bijen wespen en mieren,M,Native,3
26855,Periscepsia carbonaria,Vliegen en Muggen,S,Native,6
26856,Craesus latipes,Bijen wespen en mieren,S,Native,44
26857,Nematus pavidus,Bijen wespen en mieren,S,Native,6
26858,Boletus cisalpinus,Paddenstoelen,Y,Does not occur,30
26859,Entoloma poliopus var. poliopus,Paddenstoelen,V,Native,1
26863,Phytomyza angelicae,Vliegen en Muggen,S,Native,22
26864,Phytomyza minuscula,Vliegen en Muggen,S,Native,116
26865,Diplolepis nervosa,Bijen wespen en mieren,S,Native,44
