	gbifapi_acceptedScientificName	gbifapi_acceptedKey	kingdom	datasetName	firstObservationYearBE	firstObservationYearFL	invasionStage	habitat	nativeRange	introductionPathway	presenceBE	presenceFL	presenceWA	presenceBR	gbifapi_scientificName	index
107	Amaranthus clementii Domin	5547989	Plantae	plants	1939.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Amaranthus clementii Domin	267
108	Amaranthus crispus (Lesp. & Thévenau) N. Terracc.	5384341	Plantae	plants	1884.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Amaranthus crispus (Lesp. & Thévenau) N. Terracc.	268
109	Amaranthus deflexus L.	5384396	Plantae	plants	1850.0		established	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Amaranthus deflexus L.	270
110	Amaranthus graecizans L.	5384373	Plantae	plants	1874.0		introduced	to be determined by experts	Europe | Africa | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Amaranthus graecizans L.	271
111	Amaranthus hybridus var. hybridus	7323184	Plantae	plants	1870.0		established	to be determined by experts	N. America | S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Amaranthus hybridus var. hybridus	272
112	Amaranthus macrocarpus Benth.	7323833	Plantae	plants	1947.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Amaranthus macrocarpus var. pallidus Benth.	277
113	Amaranthus macrocarpus var. macrocarpus	7323834	Plantae	plants	1911.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Amaranthus macrocarpus var. macrocarpus	276
114	Amaranthus mitchellii Benth.	7323810	Plantae	plants	1892.0		introduced	to be determined by experts	Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Amaranthus mitchellii Benth.	278
115	Amaranthus muricatus (Moq.) Hieron.	5384332	Plantae	plants	1947.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Amaranthus muricatus (Moq.) Hieron.	279
116	Amaranthus palmeri S. Watson	5384393	Plantae	plants	1952.0		introduced	to be determined by experts	N. America	contaminant > seed contaminant	present	present	present	present	Amaranthus palmeri S. Watson	280
117	Amaranthus polygonoides L.	5384342	Plantae	plants	1959.0		introduced	to be determined by experts	N. America | S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Amaranthus polygonoides L.	281
118	Amaranthus powellii S. Watson	5384359	Plantae	plants	1904.0		introduced	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Amaranthus hybridus var. pseudoretroflexus (Thellung) Carretero	273
119	Amaranthus powellii subsp. bouchonii (Thell.) Costea & Carretero	5548528	Plantae	plants	1957.0		established	to be determined by experts	Europe	contaminant > seed contaminant	present	present	present	present	Amaranthus powellii subsp. bouchonii (Thell.) Costea & Carretero	282
120	Amaranthus ralletii Contré	7975549	Plantae	plants	1985.0		introduced	to be determined by experts	unknown	to be determined by experts	present	absent	absent	present	Amaranthus ralletii Contré	292
121	Amaranthus retroflexus L.	6109534	Plantae	plants	1857.0		established	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Amaranthus retroflexus L.	283
122	Amaranthus scleropoides Uline & W. L. Bray	5384370	Plantae	plants	1959.0		introduced	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Amaranthus scleropoides Uline & W. L. Bray	284
123	Amaranthus spinosus L.	5384401	Plantae	plants	1887.0		introduced	to be determined by experts	Africa | N. America | S. America | Asia | Oceania	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Amaranthus spinosus L.	285
124	Amaranthus standleyanus Parodi ex Covas	5548401	Plantae	plants	1903.0		introduced	to be determined by experts	S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Amaranthus standleyanus Parodi ex Covas	286
125	Amaranthus thunbergii Moq.	5384383	Plantae	plants	1857.0		introduced	to be determined by experts	Africa	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Amaranthus thunbergii Moq.	287
126	Amaranthus tuberculatus (Moq.) J. D. Sauer	8577467	Plantae	plants	1992.0		introduced	to be determined by experts	N. America	contaminant > seed contaminant	present	present	absent	absent	Amaranthus tuberculatus (Moq.) J. D. Sauer	288
127	Amberboa moschata (L.) DC.	3122190	Plantae	plants	1952.0		introduced	to be determined by experts	Europe | Asia	escape > horticulture	present	absent	absent	present	Amberboa moschata (L.) DC.	498
128	Ambrosia polystachya DC.	3110593	Plantae	plants	1883.0		unknown	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Ambrosia polystachya DC.	499
129	Ambrosia psilostachya DC.	3110686	Plantae	plants	1917.0		established	to be determined by experts	N. America	contaminant > transportation of habitat material (soil, vegetation,…)	present	present	present	present	Ambrosia psilostachya DC.	500
130	Ambrosia trifida L.	3110588	Plantae	plants	1829.0		introduced	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Ambrosia trifida L.	501
131	Ameiurus nebulosus (Lesueur, 1819)	2340989	Animalia	fishes | harmonia	1871.0	1871	established	freshwater	N. America | to be determined by experts	escape > aquaculture / mariculture | escape > pet/aquarium/terrarium species (including live food for such species )	present	present	present | to be determined by experts	present | to be determined by experts	Ameiurus nebulosus (Lesueur, 1819)	3 | 32
132	Amelanchier lamarckii F. G. Schroed.	3024109	Plantae	harmonia | plants	1876.0		established | invasive	terrestrial | to be determined by experts	N. America	escape > horticulture | escape > to be determined by experts	present	present	present	present	Amelanchier lamarckii F. G. Schroed.	33 | 2333
133	Amethystea caerulea L.	4930999	Plantae	plants	1959.0		introduced	to be determined by experts	Asia	unknown	present	absent	absent	present	Amethystea caerulea L.	1522
134	Ammi majus L.	3034182	Plantae	plants	1813.0		unknown	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	present	present	Ammi majus L.	381
135	Amorpha fruticosa L.	5357407	Plantae	plants	1946.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	present	absent	Amorpha fruticosa L.	1248
136	Amphibalanus amphitrite Darwin, 1854	4805564	Animalia	macroinvertebrates | wrims	1952.0	1952	established | introduced	marine | to be determined by experts, primarily marine probably	Europe | to be determined by experts	stowaway > to be determined by experts | to be determined by experts	present	present	to be determined by experts	to be determined by experts	Amphibalanus amphitrite Darwin, 1854	209 | 9354 | 9355
137	Amphibalanus improvisus Darwin, 1854	6467647	Animalia	macroinvertebrates | wrims	1895.0	before 1700	established | introduced	marine | to be determined by experts, primarily marine probably	N. Atlantic Ocean | S. Atlantic Ocean | to be determined by experts	stowaway > to be determined by experts | to be determined by experts	present	present	to be determined by experts	to be determined by experts	Amphibalanus improvisus Darwin, 1854	210 | 9356 | 9357
138	Amphibalanus reticulatus Utinomi, 1967	6128436	Animalia	macroinvertebrates | wrims	1999.0	1997	established | introduced	marine | to be determined by experts, primarily marine probably	Indian Ocean | S. Atlantic Ocean | S. Pacific Ocean | to be determined by experts	stowaway > to be determined by experts | to be determined by experts	present	present	to be determined by experts	to be determined by experts	Amphibalanus reticulatus Utinomi, 1967	213 | 9358
139	Amphibalanus variegatus (Darwin, 1854)	4805565	Animalia	wrims	1997.0		introduced	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Amphibalanus variegatus (Darwin, 1854)	9359
140	Amsinckia eastwoodiae J.F.Macbr.	2925879	Plantae	plants	1924.0		introduced	to be determined by experts	N. America	unknown	present	present	absent	absent	Amsinckia eastwoodiae J.F.Macbr.	808
142	Amsinckia lycopsoides Fisch. & C. A. Mey.	8386733	Plantae	plants	1874.0		introduced	to be determined by experts	N. America	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	present	Amsinckia lycopsoides Fisch. & C. A. Mey.	810
143	Amsinckia menziesii (Lehm.) A. Nels. Macbr.	2925870	Plantae	plants	1884.0		established | introduced	to be determined by experts	N. America	contaminant > seed contaminant	present	present	absent | present	absent | present	Amsinckia micrantha Suksdorf | Amsinckia retrorsa Suksd.	811 | 812
144	Amsinckia tessellata A. Gray	2925877	Plantae	plants	1877.0		introduced	to be determined by experts	N. America	unknown	present	absent	present	present	Amsinckia tessellata A. Gray	813
145	Anacyclus clavatus (Desf.) Pers.	3148589	Plantae	plants	1911.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Anacyclus clavatus (Desf.) Pers.	503
146	Anaphalis margaritacea (L.) Benth. & Hook.f.	4926336	Plantae	plants	1850.0		introduced	to be determined by experts	Asia | N. America	escape > horticulture	present	present	present	present	Anaphalis margaritacea (L.) Benth. & Hook.f.	506
147	Anaphalis triplinervis (Sims) Sims ex C.B.Clarke	3136929	Plantae	plants	2005.0		introduced	to be determined by experts	Asia	escape > horticulture	present	present	absent	absent	Anaphalis triplinervis (Sims) Sims ex C.B.Clarke	507
148	Anarrhinum bellidifolium (L.) Willd.	8114833	Plantae	plants	1957.0		introduced	to be determined by experts	Europe	escape > horticulture	present	present	present	present	Anarrhinum bellidifolium (L.) Willd.	1797
149	Anchusa italica Retz.	5341199	Plantae	plants	1850.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	present	present	present	Anchusa azurea Mill.	814
150	Anchusa ochroleuca M. Bieb.	5662089	Plantae	plants	1889.0		introduced	to be determined by experts	Europe | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Anchusa ochroleuca M. Bieb.	815
151	Anchusa officinalis subsp. officinalis	7295374	Plantae	plants	1828.0		established	to be determined by experts	Europe | Asia	contaminant > seed contaminant | escape > horticulture	present	present	present	present	Anchusa officinalis subsp. officinalis	816
152	Anchusa ovata Lehm.	5662067	Plantae	plants	1850.0		introduced	to be determined by experts	Europe	contaminant > seed contaminant	present	absent	present	absent	Anchusa ovata Lehm.	817
153	Anchusa procera Bessey	8227753	Plantae	plants	1904.0		established	to be determined by experts	Europe | Asia	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	present	present	absent	Anchusa procera Bessey	818
154	Andrachne telephioides L.	3079631	Plantae	plants	1947.0		introduced	to be determined by experts	to be determined by experts	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Andrachne telephioides L.	1774
155	Androsace maxima L.	3169329	Plantae	plants	1954.0		introduced	to be determined by experts	to be determined by experts	contaminant > seed contaminant	present	absent	present	absent	Androsace maxima L.	2272
156	Anemone apennina L.	3927746	Plantae	plants	1807.0		established	to be determined by experts	Europe	escape > horticulture	present	absent	present	present	Anemone apennina L.	2290
157	Anemone blanda Schott & Kotschy	3033242	Plantae	plants	1984.0		unknown	to be determined by experts	Europe | Asia	escape > horticulture	present	present	present	present	Anemone blanda Schott & Kotschy	2291
158	Anemone coronaria L.	3033261	Plantae	plants	2000.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	present	absent	absent	Anemone coronaria L.	2292
159	Anemone ×hybrida Paxton	3925834	Plantae	plants	2004.0		introduced	to be determined by experts	unknown	escape > horticulture	present	present	absent	absent	Anemone ×hybrida Paxton	2293
160	Anethum graveolens L.	3034646	Plantae	plants	1850.0		introduced	to be determined by experts	Asia	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Anethum graveolens L.	383
161	Angelica archangelica L.	5371808	Plantae	plants	1850.0		established	to be determined by experts	Europe | Asia	escape > agriculture (including biofuel feedstocks) | escape > horticulture	present	present	present	present	Angelica archangelica L.	384
162	Anguillicoloides crassus (Kuwahara, Niimi & Itagaki, 1974)	5890148	Animalia	wrims	1985.0		established | to be determined by experts | unknown	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Anguillicola crassus Kuwahara, Niimi & Itagaki, 1974 | Anguillicoloides crassus (Kuwahara, Niimi & Itagaki, 1974)	9360 | 9361 | 9362
163	Anoda cristata (L.) Schltdl.	3152493	Plantae	plants	1940.0		introduced	to be determined by experts	N. America | S. America	contaminant > seed contaminant	present	present	present	absent	Anoda cristata (L.) Schltdl.	1615
164	Anogramma chaerophylla (Desv.) Link	5566061	Plantae	plants	2005.0		introduced	to be determined by experts	S. America	unknown	present	present	absent	absent	Anogramma chaerophylla (Desv.) Link	2282
165	Anser indicus (Latham, 1790)	2498035		harmonia	1966.0		established	freshwater	Asia	escape > pet/aquarium/terrarium species (including live food for such species )	present	present	absent	to be determined by experts	Anser indicus (Latham, 1790)	34
166	Anthemis ruthenica M.Bieb.	3102823	Plantae	plants	1828.0		introduced	to be determined by experts	Europe | Asia	contaminant > seed contaminant	present	present	absent	absent	Anthemis ruthenica M.Bieb.	508
167	Anthoxanthum aristatum Boiss.	2705972	Plantae	plants	1840.0		established	to be determined by experts	Europe | Africa	contaminant > seed contaminant	present	present	present	present	Anthoxanthum aristatum Boiss.	1861
168	Anthriscus cerefolium (L.) Hoffm.	5371746	Plantae	plants	1859.0		unknown	to be determined by experts	Europe | Africa	escape > agriculture (including biofuel feedstocks)	present	present	present	present	Anthriscus cerefolium (L.) Hoffm.	385
169	Anthyllis vulneraria subsp. carpatica (Pant.) Nyman	5352425	Plantae	plants	1866.0		unknown	to be determined by experts	Europe	escape > horticulture	present	present	present	absent	Anthyllis vulneraria subsp. carpatica (Pant.) Nyman	1249
170	Anthyllis vulneraria subsp. polyphylla (DC.) Nyman	5352372	Plantae	plants	1864.0		unknown	to be determined by experts	Europe | Asia	escape > horticulture	present	present	present	absent	Anthyllis vulneraria subsp. polyphylla (DC.) Nyman	1250
171	Antirrhinum graniticum Rothm.	7333212	Plantae	plants	1975.0		introduced	to be determined by experts	Europe	unknown	present	absent	present	absent	Antirrhinum graniticum Rothm.	1798
172	Antirrhinum majus L.	3172001	Plantae	plants	1846.0		established	to be determined by experts	Europe | Africa	escape > horticulture	present	present	present	present	Antirrhinum majus L.	1799
174	Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1922	2657641	Plantae	wrims	1970.0		established | to be determined by experts	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Antithamnionella ternifolia (J.D.Hooker & Harvey) Lyle, 1922	9364 | 9365
175	Apera intermedia Hack.	5676903	Plantae	plants	1907.0		introduced	to be determined by experts	Asia	unknown	present	absent	absent	present	Apera intermedia Hack.	1863
176	Apera interrupta (L.) P.Beauv.	5289643	Plantae	plants	1818.0		established	to be determined by experts	Europe	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant | contaminant > transportation of habitat material (soil, vegetation,…)	present	present	present	present	Apera interrupta (L.) P.Beauv.	1864
177	Aplidium glabrum (Verrill, 1871)	2330928	Animalia	wrims	2000.0		established | to be determined by experts	to be determined by experts, primarily marine probably	to be determined by experts	to be determined by experts	present		to be determined by experts	to be determined by experts	Aplidium glabrum (Verrill, 1871)	9366 | 9367
178	Aponogeton distachyos L.f.	5328593	Plantae	plants	1993.0		unknown	to be determined by experts	Africa	escape > horticulture	present	present	present	absent	Aponogeton distachyos L.f.	436
180	Arabidopsis halleri (L.) O'Kane & Al-Shehbaz	3052450	Plantae	plants	1947.0		established	to be determined by experts	Europe	unknown	present	absent	present	absent	Arabidopsis halleri (L.) O'Kane & Al-Shehbaz	861
181	Arabis auriculata Lam.	5375105	Plantae	plants	1850.0		introduced	to be determined by experts	Europe	unknown	present	absent	present	absent	Arabis auriculata Lam.	863
182	Arabis caucasica Willd.	5374922	Plantae	plants	1881.0		established	to be determined by experts	Europe | Asia	escape > horticulture	present	present	present	absent	Arabis alpina subsp. caucasica (Willd. ex Schlecht.) Briq.	862
183	Arabis collina Ten.	5374998	Plantae	plants	1850.0		unknown	to be determined by experts	Europe	unknown	present	absent	present	absent	Arabis collina Ten.	864
184	Arabis planisiliqua (Pers.) Rchb.	5374933	Plantae	plants	1855.0		introduced	to be determined by experts	Europe	unknown	present	present	present	absent	Arabis planisiliqua (Pers.) Rchb.	865
185	Arabis procurrens Waldst. & Kit.	5375012	Plantae	plants	2011.0		introduced	to be determined by experts	Europe	escape > horticulture	present	present	absent	absent	Arabis procurrens Waldst. & Kit.	866
186	Arachis hypogaea L.	5353770	Plantae	plants	1950.0		introduced	to be determined by experts	S. America	unknown	present	present	absent	absent	Arachis hypogaea L.	1251
187	Aralia cordata Thunb.	3037015	Plantae	plants	1915.0		introduced	to be determined by experts	Asia	escape > horticulture	present	absent	present	absent	Aralia cordata Thunb.	447
188	Aralia elata (Miq.) Seem.	3036892	Plantae	plants	1999.0		established	to be determined by experts	Asia	escape > horticulture	present	present	absent	present	Aralia elata (Miq.) Seem.	448
189	Aralia racemosa L.	3036958	Plantae	plants	1972.0		introduced	to be determined by experts	N. America	escape > horticulture	present	present	absent	absent	Aralia racemosa L.	449
190	Araucaria araucana (Molina) K. Koch	2684984	Plantae	plants	2009.0		introduced	to be determined by experts	S. America	escape > horticulture	present	absent	absent	present	Araucaria araucana (Molina) K. Koch	457
191	Arbutus unedo L.	2882803	Plantae	plants	2014.0		introduced	to be determined by experts	to be determined by experts	escape > horticulture	present	present	absent	absent	Arbutus unedo L.	1207
192	Arctotheca calendula (L.) Levyns	3114986	Plantae	plants	1902.0		introduced	to be determined by experts	Africa	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > seed contaminant	present	present	present	absent	Arctotheca calendula (L.) Levyns	509
193	Argemone mexicana L.	2888485	Plantae	plants	1891.0		introduced	to be determined by experts	N. America | S. America	contaminant > contaminant on animals (except parasites, species transported by host/vector)	present	absent	present	absent	Argemone mexicana L.	1749
