taxonID	datasetName	scientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	subspecies	taxonGroup	vernacularNameEN	vernacularNameNL	vernacularNameFR	status	statusCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	introductionPathway	introductionMode	habitat	origin	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes
	plants	Erodium salzmannii Delile	Erodium cicutarium (L.) L'Hérit. subsp. jacquinianum (Fisch., C.A. Mey. et Avé-Lall.) Briq.					Geraniaceae								Cas.						Wool	A		E AF 			X					1949		1949					
	plants	Erodium stephanianum Willd.						Geraniaceae								Cas.						Grain	A		AS-Te		X						1997		2012					
	plants	Geranium carolinianum L.						Geraniaceae								Cas.						Grain	A		NAM		X						1998		2013					
	plants	Geranium divaricatum Ehrh.						Geraniaceae								Cas.						Grain,etc	A		E AS-Te		X	X					1891		2014					
	plants	Geranium endressii J. Gay						Geraniaceae								Nat.?						Hort.	D		E		X	X	X				<1900		N?					
	plants	Geranium macrorrhizum L.						Geraniaceae								Nat.						Hort.	D		E		X	X					1821		N					
	plants	Geranium nodosum L.						Geraniaceae								Nat.						Hort.	D		E		X	X	X				1855		N					
	plants	Geranium phaeum L.						Geraniaceae								Nat.						Hort.	D		E		X	X	X				1813		N					
	plants	Geranium purpureum Vill.						Geraniaceae								Nat.						Ore,etc	A		E AF AS-Te		X	X	X				1967		N					
	plants	Geranium pyrenaicum Burm. f.						Geraniaceae								Nat.						Hort.,etc	D/A		E AF AS-Te		X	X	X				1824		N					
	plants	Geranium x cantabrigiense Yeo (G. dalmaticum (Beck.) Rech.f. x G. macrorrhizum)						Geraniaceae								Cas. 						Hort.	D		Cult.		X	X					2009		2013					
	plants	Geranium x magnificum Hyl. (G. ibericum Cav. x platypetalum Fisch. et C.A. Mey.)						Geraniaceae								Cas.						Hort.	D		Cult.		X	X	X				1952		2011					
	plants	Geranium x oxonianum Yeo (G. endressii x versicolor L.)						Geraniaceae								Nat.?						Hort.	D		Cult.		X	X					<1900		N?					
	plants	Monsonia angustifolia E. Mey. ex A. Rich.						Geraniaceae								Cas.						Wool	A		AF			X					1893		1893					
	plants	Monsonia brevirostrata R. Knuth						Geraniaceae								Cas.						Wool	A		AF			X					1908		1948					
	plants	Pelargonium capitatum (L.) Ait.						Geraniaceae								Cas.						Hort.	D		AF		X						1980		1980					
	plants	Ginkgo biloba L.						Ginkgoaceae								Cas.						Hort.	D		AS-Te		X						2011		2011					
	plants	Scaevola aemula R. Brown						Goodeniaceae								Cas.						Hort.	D		AUS		X						2014		2014					
	plants	Ribes alpinum L.						Grossulariaceae								Nat.						Hort. 	D		E AF AS-Te		X	X	X				1811		N					
	plants	Ribes divaricatum Douglas						Grossulariaceae								Nat.						Hort.	D		NAM		X	X					2010		N					
	plants	Ribes odoratum H.L. Wendl.						Grossulariaceae								Nat.						Hort. 	D		NAM		X	X					1897		N					
	plants	Ribes sanguineum Pursh						Grossulariaceae								Nat.?						Hort. 	D		NAM		X	X	X				1942		N?					
	plants	Ribes spicatum E. Robson						Grossulariaceae								Cas.						Hort. 	D		E AS-Te		X						1874		1902					
	plants	Ribes x nidigrolaria R. et A. Bauer (R. nigrum x divaricatum x uva-crispa)						Grossulariaceae								Cas.						Hort.	D		Cult.		X						2008		2010					
	plants	Myriophyllum aquaticum (Velloso) Verdc.						Haloragaceae								Inv.						Hort.	D		SAM		X	X	X				1983		N					
	plants	Myriophyllum heterophyllum Michaux						Haloragaceae								Inv.						Hort.	D		NAM		X	X					1993		N					
	plants	Deutzia scabra Thunb.						Hydrangeaceae								Cas.						Hort.	D		AS-Te		X	X					1984		Ann.					
	plants	Hydrangea macrophylla (Thunb.) Ser.						Hydrangeaceae								Cas.						Hort.	D		AS-Te		X						2013		2013					
	plants	Hydrangea paniculata Siebold						Hydrangeaceae								Cas.						Hort.	D		AS-Te		X						2006		2006					
	plants	Philadelphus coronarius L.						Hydrangeaceae								Nat.?						Hort.	D		E AS-Te		X	X					1949		N?					
	plants	Philadelphus pubescens Loisel.						Hydrangeaceae								Cas.						Hort.	D		NAM		X	 					2003		2003					
	plants	Philadelphus x virginalis aggr.						Hydrangeaceae								Cas.						Hort.	D		Cult.			X					2008		2008					
	plants	Egeria densa Planch.						Hydrocharitaceae								Inv.						Hort.	D		SAM		X						1999		N					
	plants	Elodea canadensis Michaux						Hydrocharitaceae								Inv.						Waterfowl?	A		NAM  		X	X	X				1860		N					
	plants	Elodea nuttallii (Planch.) St John						Hydrocharitaceae								Inv.						Waterfowl?	A		NAM  		X	X	X				1939		N					
	plants	Lagarosiphon major (Ridley) Moss						Hydrocharitaceae								Inv.						Hort.	D		AF		X	X					1993		N					
	plants	Limnobium laevigatum (Humb. & Bonpl. ex Willd.) Heine						Hydrocharitaceae								Cas.						Hort.	D		AM				X				2013		2013					
	plants	Vallisneria spiralis L.						Hydrocharitaceae								Cas.						Hort.?	D?		Trop.		X	X					1864		2009					
	plants	Hypericum calycinum L.						Hypericaceae								Cas.						Hort.	D		E AS-Te		X	X					1867		2015					
	plants	Hypericum olympicum L.						Hypericaceae								Cas.						Hort.	D		E AS-Te		X						2014		2014					
	plants	Hypericum x hidcoteense D. Geerinck (H. calycinum × H. ×cyathiflorum N. Robson)						Hypericaceae								Cas.						Hort.	D		Cult.		X						2015		2015					
	plants	Hypericum x inodorum Mill. (H. androsaemum L. x hircinum L.)						Hypericaceae								Cas.						Hort.	D		Cult.		X	X					1862		2015					
	plants	Hypericum x moserianum André (H. calycinum L. × H. patulum Thunb. ex Murray)						Hypericaceae								Cas.						Hort.	D		Cult.		X						2015		2015					
	plants	Crocosmia x crocosmiiflora (Lemoine) N.E. Brown						Iridaceae								Nat.						Hort.	D		Cult.		X						ca. 1975		N					
	plants	Crocus chrysanthus Herb.						Iridaceae								Cas.?						Hort.	D		E AS-Te		X						2013		2014					
	plants	Crocus tommasinianus Herb.						Iridaceae								Nat.?						Hort.	D		E		X						? 		N?					
	plants	Crocus vernus (L.) Hill						Iridaceae								Nat.?						Hort.	D		E		X						1969		N?					
	plants	Crocus x stellaris Haw. (C. angustifolius Weston x flavus Weston)						Iridaceae								Cas.						Hort.	D		Cult.		X						2013		2014					
	plants	Gladiolus italicus Mill.						Iridaceae								Cas.						Bulbs?	A?		E				X				2012		2013					
	plants	Gladiolus x hortulanus Bailey						Iridaceae								Cas.						Hort.	D		Cult.			X					2009		2009					
	plants	Iris foetidissima L.						Iridaceae								Nat.						Hort.	D		E AF		X						2008		N					
	plants	Iris germanica L.						Iridaceae								Nat.						Hort.	D		?		X	X					1870		N					
	plants	Iris graminea L.						Iridaceae								Cas.						Hort.	D		E AS-Te			X					<1850		<1850					
	plants	Iris pumila L.						Iridaceae								Cas.						Hort.	D		E AS-Te		X	X					1888		2012					
	plants	Iris sibirica L.						Iridaceae								Cas.						Hort.	D		E AS-Te		X	X					<1850		2015					
	plants	Sisyrinchium angustifolium Mill.						Iridaceae								Nat.						?	A		NAM		X						ca. 1996		N					
	plants	Sisyrinchium californicum ((Ker Gawl.) Dryand. 						Iridaceae								Cas.						Hort.	D		NAM		X						2015		2015					
	plants	Sisyrinchium montanum E. Greene						Iridaceae								Nat.?						Military troops?	A		NAM		X	X					1939		N?					
	plants	Juglans cinerea L.						Juglandaceae								Cas.						Hort.	D		NAM		X						2012		2012					
	plants	Juglans nigra L.						Juglandaceae								Nat.						Hort.	D		NAM		X						2008		N					
	plants	Juglans regia L.						Juglandaceae								Nat.						Hort.	D		E AS-Te		X	X	X				1972		N					
	plants	Pterocarya fraxinifolia (Lam.) Spach						Juglandaceae								Nat.						Hort.	D		AS-Te		X	X	 				2005		N					
	plants	Pterocarya x rhederiana C.K. Schneider (P. fraxinifolia x stenoptera DC.)						Juglandaceae								Cas.						Hort.	D		Cult.		X		X				1995		2011					
	plants	Juncus canadensis J. Gay ex Laharpe						Juncaceae								Nat.						Waterfowl?	A		NAM		X						1965		N					
	plants	Juncus ensifolius Wikstr.						Juncaceae								Cas.						Hort.?	D?		NAM		X	X					2006		2013					
	plants	Juncus foliosus Desf.						Juncaceae								Nat.						Waterfowl?	A		E AF		X						1984		N					
	plants	Juncus imbricatus Laharpe						Juncaceae								Cas.						Wool	A		SAM			X					1911		1911					
	plants	Juncus pallescens Lam.						Juncaceae								Cas.						Wool	A		SAM			X					1893		1911					
	plants	Juncus radula Buchen.						Juncaceae								Cas.						Wool	A		AUS			X					1916		1916					
	plants	Juncus subsecundus N.A. Wakef.						Juncaceae								Cas.						Wool	A		AUS			X					1921		1921					
	plants	Juncus tenuis Willd. subsp. anthelatus (Wiegand) Verloove et Lambinon	Juncus anthelatus (Wiegand) R. Brooks					Juncaceae								Nat.						?	A		NAM		X		X				1977		N					
	plants	Juncus tenuis Willd. subsp. dichotomus (Elliott) Verloove et Lambinon	Juncus dichotomus Elliott					Juncaceae								Cas.						Military troops?	A		NAM		X	X					2007		2015					
	plants	Juncus tenuis Willd. subsp. dudleyi (Wiegand) P. Fourn.	Juncus dudleyi Wiegand					Juncaceae								Cas.						Military troops?	A		NAM		X						2009		2009					
	plants	Juncus tenuis Willd. subsp. tenuis						Juncaceae								Inv.						Hay?	A		NAM		X	X	X				1823		N					
	plants	Luzula nivea DC.						Juncaceae								Cas.						Hort.	D		E		X						2013		2015					
	plants	Agastache rugosa (Fisch. et C.A. Mey.) O. Kuntze						Lamiaceae								Cas.						Hort.	D		AS-Te		X						2007		2014					
	plants	Amethystea caerulea L.						Lamiaceae								Cas.						?	A		AS-Te				X				1959		1959					
	plants	Ballota nigra L. subsp. nigra						Lamiaceae								Nat.						Wool, grain,etc	A		E AS-Te		X	X					1907		N					
	plants	Callicarpa bodinieri H. Lév.						Lamiaceae								Cas.						Hort.	D		AS-Te		X						2014		2014					
	plants	Caryopteris x clandonensis N.W. Simmonds ex Rehder (C. incana (Thunb. ex Houtt.) Miquel x mongholica Bunge)						Lamiaceae								Cas.						Hort.	D		Cult.		X						2011		2014					
	plants	Clerodendrum trichotomum Thunb.						Lamiaceae								Cas.						Hort.	D		AS-Te		X						2005		2013					
	plants	Clinopodium grandiflorum (L.) O. Kuntze	Calamintha grandiflora (L.) Moench					Lamiaceae								Cas.						Hort.?	D?		E AS-Te		X	X					1856		1902					
	plants	Clinopodium menthifolium (Host) Stace	Calamintha menthifolia Host					Lamiaceae								Nat.						Hort.?	D?		E			X					1855		N					
	plants	Clinopodium nepeta Kuntze subsp. nepeta	Calamintha nepeta (L.) Savi subsp. nepeta					Lamiaceae								Nat.						Hort.?	D?		E AF AS-Te		X	X	X				1885		N					
	plants	Clinopodium nepeta Kuntze subsp. glandulosum (Req.) Govaerts	Calamintha nepeta (L.) Savi subsp. spruneri (Boiss.) Nyman					Lamiaceae								Nat.						?	A		E AF AS-Te		X	X	X				1869		N					
	plants	Dracocephalum moldavica L.						Lamiaceae								Cas.						Hort.	D		AS		X						1862		1975					
	plants	Dracocephalum parviflorum Nutt.						Lamiaceae								Cas.						Grain, wool,etc	A		NAM		X	X	X				1893		2011					
	plants	Dracocephalum thymiflorum L.						Lamiaceae								Cas.						Wool, seeds	A		AS-Te			X					1893		<1896					
	plants	Elsholtzia ciliata (Thunb.) Hyl.						Lamiaceae								Cas.						Grain,etc	A		AS		X	X					1996		2000					
	plants	Galeopsis pubescens Besser						Lamiaceae								Nat.						?	A		E AS-Te		X						1856		N					
	plants	Hyssopus officinalis L.						Lamiaceae								Nat.						Agric., hort.	D		E AF AS-Te		X	X					1821		N					
	plants	Lallemantia iberica (Bieb.) Fisch. et C.A. Mey.						Lamiaceae								Cas.						Grain	A		AS-Te			X					1954		1955					
	plants	Lamium galeobdolon (L.) L. subsp. argentatum (Smejkal) J. Duvigneaud						Lamiaceae								Inv.						Hort.	D		?		X	X					1897		N					
	plants	Lamium garganicum L. subsp. garganicum						Lamiaceae								Cas.						Hort.?	D?		E AF AS-Te				X				1906		1920					
	plants	Lamium orvala L.						Lamiaceae								Cas.						Hort.	D		E		X						2011		2011					
	plants	Lavandula angustifolia Mill.						Lamiaceae								Nat.						Hort.	D		E AF AS-Te		X	X	X				1949		N					
	plants	Lavandula dentata L.						Lamiaceae								Cas.						Hort.	D		E AF  			X					2006		2006					
	plants	Leonurus quinquelobatus Gilib.	Leonurus villosus Dum.-d'Urv., L. cardiaca L. subsp. villosus (Dum.-d'Urv.) Hyl.					Lamiaceae								Nat.						?	A		E AS-Te		X	X	X				<1850		N					
	plants	Leonurus japonicus Houtt.	Leonurus sibiricus auct. non L.					Lamiaceae								Cas.						Grain,etc	A		AS-Te		X		X				1939		2000					
	plants	Lycopus exaltatus L. f.						Lamiaceae								Cas.						?	A		E AS-Te		X	X					1855		1909					
	plants	Marrubium peregrinum L.						Lamiaceae								Cas.						Grain,etc	A		E AS-Te			X					<1835		1912					
	plants	Melissa officinalis L.						Lamiaceae								Nat.?						Hort.	D		E AF AS-Te		X	X	X				<1800		N?					
	plants	Mentha cervina L.						Lamiaceae								Nat.?						Hort.	D		E AF		X						2012		N?					
	plants	Mentha requienii Benth.						Lamiaceae								Cas.?						Hort.	D		E		X						2013		2014					
	plants	Mentha spicata L. subsp. glabrata (Lej. et Court.) Lebeau						Lamiaceae								Nat.?						Hort.	D		?		X	X					<1835		N?					
	plants	Mentha x piperita L. nsubsp. piperita (M. aquatica L. x spicata subsp. glabrata)						Lamiaceae								Cas.						Hort.	D		Hybr.		X	X	X				<1850		2013					
	plants	Mentha x smithiana R.A. Graham (M. spicata subsp. glabrata x aquatica L. x arvensis L.)						Lamiaceae								Cas.						Hort.	D		Hybr.		X	X					<1835		2014					
	plants	Nepeta grandiflora Bieb.						Lamiaceae								Cas.						Hort.	D		AS-Te		X	X					1903		1951					
	plants	Nepeta racemosa Lam.	Nepeta mussinii Spreng. ex Henckel					Lamiaceae								Cas.						Hort.	D		AS-Te		X		X				1954		1993					
	plants	Nepeta x faassenii Bergm. ex Stearn (N. nepetella L. x racemosa)						Lamiaceae								Cas.						Hort.	D		Cult.		X	X					1946		Ann.					
	plants	Ocimum basilicum L.						Lamiaceae								Cas.						Agric.	D		Trop.		X						1886		2005					
	plants	Origanum vulgare L. subsp. hirtum (Link) A. Terrac.						Lamiaceae								Cas.						?	A?		E AF AS-Te		X						1998		2010					
	plants	Perilla frutescens (L.) Britton						Lamiaceae								Cas.						Birdseed	D		AS		X						1994		2013					
	plants	Perovskia abrotanoides Kar.						Lamiaceae								Cas.						Hort.	D		AS-Te		X						2010		2010					
	plants	Perovskia atriplicifolia Benth.						Lamiaceae								Cas.						Hort.	D		AS-Te		X						2009		2013					
	plants	Phlomis russeliana (Sims) Benth.						Lamiaceae								Nat.?						Hort.	D		AS-Te		X						2008		N?					
	plants	Physostegia virginiana (L.) Benth.						Lamiaceae								Cas.						Hort.	D		NAM		X						2007		2013					
	plants	Rosmarinus officinalis L.						Lamiaceae								Cas.						Hort.	D		E AF AS-Te		X	X					2010		2013					
	plants	Salvia aethiopis L.						Lamiaceae								Cas.						Wool,etc	A		E AS-Te			X					<1835		1910					
	plants	Salvia glutinosa L.						Lamiaceae								Cas.?						Hort.	D		E AS-Te		X	X					1890		2014					
	plants	Salvia lavandulifolia Vahl subsp. gallica Lippert						Lamiaceae								Cas.						Hort.	D		E			X					1900		1900					
	plants	Salvia nemorosa L. 	Incl. S. x sylvestris L., S. x superba Stapf					Lamiaceae								Cas.						Hort., wool, grain	D/A		E AS-Te		X	X	X				1864		2013					
	plants	Salvia officinalis L.						Lamiaceae								Cas.						Hort., agric.	D		E		X	X					1920		2011					
	plants	Salvia reflexa Hornem.						Lamiaceae								Cas.						Grain, wool	A		NAM		X	X	X				1947		2011					
	plants	Salvia sclarea L.						Lamiaceae								Cas.						Hort.	D		E AF AS-Te		X	X					1811		2012					
	plants	Salvia verbenaca L.						Lamiaceae								Ext.						Ore?	A		E AF AS-Te		X	X	X				<1835		2013					
	plants	Salvia verticillata L.						Lamiaceae								Nat.						Ore?, hort.?	A/D		E AF AS-Te		X	X	X				1863		N					
	plants	Salvia viridis L.						Lamiaceae								Cas.						Seeds, grain?	A		E AF AS-Te			X					1916		2014					
	plants	Satureja hortensis L.						Lamiaceae								Cas.						Agric.	D		E AF AS-Te		X	X	X				1863		1959					
	plants	Satureja montana L.						Lamiaceae								Cas.						Hort.	D		E AF AS-Te		X	X					1933		2008					
	plants	Scutellaria altissima L.						Lamiaceae								Nat.						Hort.	D		E AS-Te		X	X					1884		N					
	plants	Sideritis lanata L.						Lamiaceae								Cas.						Grain?	A		E AF AS-Te				X				1907		1907					
	plants	Sideritis montana L.						Lamiaceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X	X				<1850		2011					
	plants	Stachys atherocalyx K. Koch						Lamiaceae								Cas.						?	A		E			X					1922		1922					
	plants	Stachys byzantina K. Koch						Lamiaceae								Cas.						Hort.	D		E AS-Te		X	X					1882		2014					
	plants	Stachys cretica L. 						Lamiaceae								Cas.						Hort.	D		E AF AS-Te		X	X					1872		1942					
	plants	Stachys macrantha (C. Koch) Stearn						Lamiaceae								Cas.						Hort.	D		E AS-Te			X					1966		1966					
	plants	Teucrium hircanicum L.						Lamiaceae								Cas.						Hort.	D		AS-Te		X						2012		2012					
	plants	Teucrium resupinatum Desf.						Lamiaceae								Cas.						Birdseed	A		E AF			X					1998		1998					
	plants	Thymus pannonicus All.	Thymus marschallianus Willd.					Lamiaceae								Cas.						Hort.?	D?		E		X						1886		1887					
	plants	Thymus vulgaris L.						Lamiaceae								Nat.						Hort.	D		E AF AS-Te		X	X					1899		N					
	plants	Thymus x citriodorus (Pers.) Schreb. (T. pulegioides L. x vulgaris)						Lamiaceae								Cas.						Hort.	D		Hybr.		X	X					1866		1974					
	plants	Akebia quinata (Houtt.) Decaisne						Lardizabalaceae								Cas.						Hort.	D		AS-Te		X						2009		2011					
	plants	Decaisnea insignis (Griff.) Hook. f. & Thomson	Decaisnea fargesii Franch.					Lardizabalaceae								Cas.						Hort.	D		AS-Te		X						2015		2015					
	plants	Laurus nobilis L.						Lauraceae								Cas.						Hort.	D		E AF AS-Te		X						2009		2012					
	plants	Erythronium dens-canis L.						Liliaceae								Cas.						Hort.	D		E AS			X					1955		1955					
	plants	Gagea pratensis (Pers.) Dum.						Liliaceae								Cas.						?	A		E		X						1998		1998					
	plants	Lilium martagon L.						Liliaceae								Nat.						Hort.	D		E		X	X					1912		N					
	plants	Tulipa gesneriana L.						Liliaceae								Cas.						Hort.	D		Cult.		X	X					<1850		Ann.					
	plants	Tulipa sylvestris L.						Liliaceae								Nat.						Hort.	D		E AF AS-Te		X	X					<1800		N					
	plants	Tulipa tarda Stapf						Liliaceae								Cas.						Hort.	D		AS-Te		X						2013		2013					
	plants	Limnanthes douglasii R. Brown						Limnanthaceae								Cas.						Hort.	D		NAM		X						1994		2014					
	plants	Linum austriacum L. subsp. austriacum						Linaceae								Nat.						Hort.	D		E AS-Te		X	X					2001		N					
	plants	Linum grandiflorum Desf.						Linaceae								Cas.						Hort.	D		AF		X	X					1887		2013					
	plants	Linum usitatissimum L.						Linaceae								Cas.						Agric.	D		?		X	X	X				1830		Ann.					
	plants	Lindernia dubia (L.) Pennell						Linderniaceae								Inv.						Fish	A		NAM		X						1993		N					
	plants	Lindernia procumbens (Krocker) Borbás	Lindernia palustris F.X. Hartm.					Linderniaceae								Cas.						Fish	A		E AS-Te		X						1995		1995					
	plants	Blumenbachia hieronymi Urban						Loasaceae								Cas.						Hort.?	D?		SAM		X						1974		1981					
	plants	Mentzelia albicaulis (Dougl. ex Hook.) Dougl. ex Hook.						Loasaceae								Cas.						Seeds	A		NAM		X						1893		1893					
	plants	Lythrum acutangulum Lag.						Lythraceae								Cas.						Birdseed, etc	A		E AF			X					1874		1989					
	plants	Lythrum junceum Banks et Soland.						Lythraceae								Cas.						Grain,etc	A		E AF AS-Te		X	X					1926		2012					
	plants	Lythrum virgatum L.						Lythraceae								Cas.						Hort.	D		E		X	X					1953		2001					
	plants	Trapa natans L.						Lythraceae								Cas.						Hort.	D		E AF AS		X	X	X				<1800		1991					
	plants	Liriodendron tulipifera L.						Magnoliaceae								Cas.						Hort.	D		NAM				X				<1999		<1999					
	plants	Abutilon theophrasti Med.						Malvaceae								Cas.?						Grain	A		E AS-Te		X	X	X				<1929		Ann.					
	plants	Abutilon x suntense C.D. Brickell (A. ochsenii (Phil.) Phil. x vitifolium (Cav.) J. Presl						Malvaceae								Cas.						Hort.	D		Cult.		X						2006		2006					
	plants	Alcea ficifolia L. (Alcea rosea x rugosa)						Malvaceae								Cas.						Hort.	D		AS-Te		X						2002		2002					
	plants	Alcea rosea L.	 					Malvaceae								Nat.?						Hort.	D		?		X	X	X				1945		N?					
	plants	Alcea rugosa Alef.						Malvaceae								Cas.						Hort.	D		AS-Te		X						2010		2010					
	plants	Anoda cristata (L.) Schlecht.						Malvaceae								Cas.						Grain,etc	A		AM		X	X					1940		Ann.					
	plants	Hibiscus syriacus L.						Malvaceae								Cas.						Hort.	D		AS		X	X	X				2004		2013					
	plants	Hibiscus trionum L.						Malvaceae								Cas.						Grain, wool,etc	A		E AF AS-Te		X	X	X				1892		2015					
	plants	Kitaibela vitifolia Willd.						Malvaceae								Cas.						Hort.	D		E		X		X				1949		2013					
	plants	Malope malacoides L.						Malvaceae								Cas.						Grain	A		E AF AS-Te		X						1995		1995					
	plants	Malope trifida Cav.						Malvaceae								Cas.						Hort., birdseed	D/A		E AF			X					1905		2005					
	plants	Malva alcea L. var. ribifolia (Viv.) Paol.						Malvaceae								Cas.						?	A		E		X						2004		2010					
	plants	Malva maroccana (Batt. et Trabut) Verloove et Lambinon 	Lavatera maroccana (Batt. et Trabut) Maire					Malvaceae								Cas.						Birdseed	A		E AF  			X					2005		2005					
	plants	Malva nicaeensis All.						Malvaceae								Cas.						Wool, grain,etc	A		E AF AS-Te		X	X					1891		2015					
	plants	Malva parviflora L.						Malvaceae								Cas.						Wool, grain,etc	A		E AF AS-Te		X	X					<1850		Ann.					
	plants	Malva preissiana Miq.	Lavatera plebeja Sims p.p.					Malvaceae								Cas.						Wool alien	A		AUS			X					1948		1948					
	plants	Malva pseudolavatera Webb et Berthelot 	Lavatera cretica L.					Malvaceae								Cas.						Grain,etc	A		E AF AS-Te		X						1997		2014					
	plants	Malva punctata (L.) Alef. 	Lavatera punctata All.					Malvaceae								Cas.						?	A		E AF AS-Te			X					1918		1918					
	plants	Malva pusilla Smith						Malvaceae								Cas.						Wool, grain,etc	A		E AF AS-Te		X	X	X				1872		Ann.					
	plants	Malva setigera F.K. Schimp. et Spenn.	Althaea hirsuta L.					Malvaceae								Cas.						Grain,etc	A		E AS-Te		X	X	X				1855		2013					
	plants	Malva thuringiaca (L.) Vis. 	Lavatera thuringiaca L.					Malvaceae								Cas.						Hort,, grain,	D		E AS-Te		X	X	X				1893		2014					
	plants	Malva trimestris (L.) Salisb. var. brachypoda (Pérez Lara) Verloove et Lambinon	Lavatera trimestris L. var. brachypoda Pérez Lara					Malvaceae								Cas.						Hort.	D		E		X	X					1977		2012					
	plants	Malva trimestris (L.) Salisb. var. trimestris	Lavatera trimestris L. var. trimestris					Malvaceae								Cas.						Hort.	D		E AF AS-Te		X	X					1941		1999					
	plants	Malva verticillata L.						Malvaceae								Cas.						Grain, hort.,etc	A/D		AS-Te		X	X	X				1858		2014					
	plants	Malva x clementii (Cheek) Stace 	Lavatera x clementii Cheek (= L. olbia x L. thuringiaca)					Malvaceae								Cas.						Hort.	D		Cult.		X	X					2006		2014					
	plants	Malvastrum americanum (L.) Torr.						Malvaceae								Cas.						Birdseed, wool	A		SAM		X	X					1892		2011					
	plants	Malvastrum coromandelianum (L.) Garcke						Malvaceae								Cas.						Birdseed  	A		SAM		X						1996		2000					
	plants	Modiola caroliniana (L.) G. Don f.						Malvaceae								Cas.						Birdseed, wool,etc	A		SAM		X	X					1893		2015					
	plants	Sida rhombifolia L.						Malvaceae								Cas.						Grain	A		Trop.		X						1993		Ann.					
	plants	Sida spinosa L.						Malvaceae								Cas.						Grain	A		Trop.		X	 					1976		Ann.					
	plants	Sidalcea candida A. Gray						Malvaceae								Cas.						Hort.	D		NAM			X					1920		1929					
	plants	Sidalcea oregana (Nutt.) A. Gray						Malvaceae								Cas.						Hort.	D		NAM		X						1968		1968					
	plants	Sphaeralcea bonariensis (Cav.) Griseb.						Malvaceae								Cas.						Wool	A		SAM			X					<1950		<1950					
	plants	Tilia tomentosa Moench	Incl. T. x petiolaris DC. (=? T. mandshurica Maxim. x tomentosa)					Malvaceae								Cas.						Hort.	D		E AS-Te			X					2006		2013					
	plants	Ibicella lutea (Lindl.) Van Eselt.						Martyniaceae								Cas.						Wool,etc	A		SAM			X					1894		1992					
	plants	Proboscidea louisianica (Mill.) Thell.						Martyniaceae								Cas.						Wool, grain	A		NAM		X	X					1947		1973					
	plants	Mazus pumilus (Burm. f.) Steenis						Mazaceae								Cas.?						?	A		AS-Te		X						2014		2014					
	plants	Mazus reptans N.E. Brown						Mazaceae								Cas.?						Hort.?	D?		?		X						2015		2015					
	plants	Veratrum album L.						Melanthiaceae								Cas.						Hort.?	D?		E AS-Te NAM			X					<1835		<1893					
	plants	Melia azedarach L.						Meliaceae								Cas.						Hort.	D		AS AUS		X						2006		2006					
	plants	Glinus lotoides L.						Molluginaceae								Cas.						Wool	A		E AF AS			X					1911		1911					
	plants	Mollugo verticillata L.						Molluginaceae								Cas.						Ore	A		SAM		X	X					1887		2014					
	plants	Calandrinia compressa Schrad. ex DC.						Montiaceae								Cas.						Hort.?	D?		SAM			X					<1900		<1900					
	plants	Calandrinia elegans Spach						Montiaceae								Cas.						Seeds?	A?		AM		X						1956		1956					
	plants	Claytonia perfoliata Donn ex Willd.						Montiaceae								Nat.						Agric.	D		NAM		X	X	X				1859		N					
	plants	Claytonia sibirica L.						Montiaceae								Nat.						Hort.	D		NAM		X						1939		N					
	plants	Broussonetia papyrifera (L.) Vent.						Moraceae								Cas.						Hort.	D		AS-Te		X						2011		2011					
	plants	Ficus carica L.						Moraceae								Cas.						Food refuse	D		AS-Te		X	X	X				1937		Ann.					
	plants	Morus alba L.						Moraceae								Cas.						Hort.	D		AS-Te				X				<1850		<1850					
	plants	Abronia fragrans Nutt.						Nyctaginaceae								Cas.						Hort.	D		NAM		X						1951		1951					
	plants	Mirabilis jalapa L.						Nyctaginaceae								Cas.						Hort.	D		AM		X	X					<1858		2013					
	plants	Nymphaea x marliacea Marliac						Nymphaeaceae								Nat.						Hort.	D		Cult.		X						?		N					
	plants	Forsythia suspensa (Thunb.) Vahl						Oleaceae								Nat.						Hort.	D		AS-Te		X	X					1961		N					
	plants	Forsythia viridissima Lindl.						Oleaceae								Cas. 						Hort.	D		AS-Te		X						2001		2014					
	plants	Forsythia x intermedia Zabel (F. suspensa (Thunb.) Vahl x viridissima Lindl.)						Oleaceae								Cas.						Hort.	D		Cult.		X	X					1960		2014					
	plants	Fraxinus angustifolia Vahl subsp. oxycarpa (Bieb. ex Willd.) F. et R. Afonso						Oleaceae								Nat.?						Hort.	D		E  		X	X					2009		N?					
	plants	Fraxinus latifolia Benth.						Oleaceae								Cas.						Hort.	D		NAM			X					2008		2009					
	plants	Fraxinus ornus L.						Oleaceae								Cas.						Hort.	D		E AS-Te		X	X					1871		2014					
	plants	Fraxinus pennsylvanica Marshall						Oleaceae								Inv.						Hort.	D		NAM		X						2008		2014					
	plants	Jasminum nudiflorum Lindl.						Oleaceae								Cas.						Hort.	D		AS-Te		X						2005		2012					
	plants	Ligustrum ovalifolium Hassk.						Oleaceae								Nat.						Hort.	D		AS-Te		X	X	X				1986		N					
