Taxon	Synonym	Family	M/I	FR	MRR	Origin	Presence_Fl	Presence_Br	Presence_Wa	D/N	V/I
Euonymus alatus (Thunb.) Siebold		Celastraceae	D	2011	2015	AS-Te	X			Cas.	Hort.
Euonymus hederaceus Champ. ex Benth.	Euonymus fortunei (Turcz.) Hand.-Mazz.	Celastraceae	D	1986	N	AS-Te	X		X	Nat.	Hort.
Euonymus japonicus Thunb.		Celastraceae	D	2010	2015	AS-Te	X			Cas.	Hort.
Euonymus latifolius (L.) Mill.		Celastraceae	D	1979	N	E AS-Te	X		X	Nat.	Hort.
Cercidiphyllum japonicum Siebold		Cercidiphyllaceae	D	2014	2015	AS-Te	X			Cas.	Hort.
Halimium alyssoides (Lam.) K. Koch	Cistus alyssoides Lam.	Cistaceae	D	2012	2012	E	X			Cas.	Hort.
Tuberaria guttata (L.) Fourr.		Cistaceae	A	<1837	<1837	E AF AS-Te	X			Cas.	?
Tarenaya hassleriana (Chodat) Iltis	Cleome hassleriana Chodat	Cleomaceae	D	1977	2014	SAM	X		X	Cas.	Hort.
Clethra alnifolia L.		Clethraceae	D	1984	N?	NAM	X		 	Nat.?	Hort.
Commelina coelestis Willd.		Commelinaceae	D	1999	2008	AM	X			Cas.	Hort.
Commelina communis L.		Commelinaceae	A	1947	2015	AS	X	X	X	Cas.	Grain,…
Commelina diffusa Burm. f.		Commelinaceae	A	1997	1997	Trop.	X			Cas.	Grain
Commelina obliqua Vahl		Commelinaceae	A	1999	2000	SAM	X			Cas.	Grain
Tinantia erecta (Jacq.) Schlecht.		Commelinaceae	D	1956	1957	NAM	X			Cas.	Hort.
Tradescantia fluminensis Velloso		Commelinaceae	D	1988	2015	SAM	X			Cas.	Hort.
Tradescantia virginiana L.		Commelinaceae	D	1946	2015	Cult.	X		X	Cas.	Hort.
Convolvulus dubius J. Gilbert	Calystegia pulchra Brumm. et Heywood	Convolvulaceae	D	1931	2009	AS-Te	X	X	X	Cas.	Hort.
Convolvulus silvaticus Kit.	Calystegia silvatica (Kit.) Griseb.	Convolvulaceae	D	2008	N	E AF AS-Te	X			Nat.	Hort.
Convolvulus tricolor L. subsp. cupanianus (Tod.) Cavara et Grande		Convolvulaceae	A	1925	1948	E AF AS-Te	X	X		Cas.	Grain,…
Convolvulus tricolor L. subsp. tricolor		Convolvulaceae	A	1953	2015	E AF AS-Te	X		X	Cas.	Grain,…
Cuscuta campestris Yunck.		Convolvulaceae	A	1887	N?	AM	X	X	X	Nat.?	Grain, wool,…
Cuscuta epilinum Weihe		Convolvulaceae	A	2011	2013	AS-Te?	X			Cas.	Grain
Cuscuta gronovii Willd. ex Schult.		Convolvulaceae	A	1950	1956	NAM	X	X		Cas.	Seeds
Cuscuta lupuliformis Krock.		Convolvulaceae	A	2013	N	E AS-Te	X			Nat.	?
Cuscuta planiflora Ten.		Convolvulaceae	A	1895	1895	E AF AS-Te	X			Cas.	Grain
Cuscuta suaveolens Seringe		Convolvulaceae	A	1976	1976	SAM	X			Cas.	Nurseries
Dichondra argentea Humb. & Bonpl. ex Willd.		Convolvulaceae	D	2015	2015	SAM	X			Cas.	Hort.
Ipomoea coccinea L.		Convolvulaceae	A	1942	2005	NAM	X	X		Cas.	Grain
Ipomoea hederacea (L.) Jacq. var. hederacea		Convolvulaceae	A	1975	Ann.	SAM	X			Cas.	Grain
Ipomoea hederacea (L.) Jacq. var. integriuscula A. Gray		Convolvulaceae	A	1952	Ann.	SAM	X			Cas.	Grain
Ipomoea hederifolia L.		Convolvulaceae	A	1915	1915	AM			X	Cas.	Wool
Ipomoea lacunosa L. f. lacunosa		Convolvulaceae	A	1993	2015	NAM	X			Cas.	Grain
Ipomoea x leucantha Jacq.	Ipomoea lacunosa L. f. purpurea Fernald	Convolvulaceae	A	1997	2001	NAM	X			Cas.	Grain
Ipomoea purpurea (L.) Roth		Convolvulaceae	A	1936	2015	SAM	X	X	X	Cas.	Grain, wool
Ipomoea tricolor Cav.		Convolvulaceae	D	2005	2005	SAM			X	Cas.	Hort.
Ipomoea wrightii A. Gray		Convolvulaceae	A	1993	2000	AM	X			Cas.	Grain
Cornus sanguinea L. subsp. australis (C.A. Mey.) Jáv. ex Soó in Soó et Jáv.	Cornus australis C.A. Mey.	Cornaceae	D	2008	N	E AS-Te	X		X	Nat.	Hort.
Cornus sanguinea L. subsp. hungarica (Kárpáti) Soó	Cornus hungarica Kárpáti	Cornaceae	D	2010	N	Hybr.	X			Nat.	Hybridization
Cornus sericea L.		Cornaceae	D	1885	N	NAM	X	X	X	Inv.	Hort.
Crassula decumbens Thunb.		Crassulaceae	A	1904	1920	AF AUS			X	Cas.	Wool
Crassula helmsii (T. Kirk) Cock.		Crassulaceae	D	1982	N	AUS	X		X	Inv.	Hort.
Crassula peduncularis (Smith) F. Meigen		Crassulaceae	A	1894	1920	AUS SAM			X	Cas.	Wool
Jovibarba sobolifera (Sims) Opiz		Crassulaceae	D	<1893	<1893	E AS-Te			X	Cas.	Hort.
Kalanchoe blossfeldiana Poelln.		Crassulaceae	D	2012	2012	AF	X			Cas.	Hort.
Sedum aizoon L.		Crassulaceae	D	2012	2012	AS-Te	X			Cas.	Hort.
"Sedum ""Autumn Joy"" (S. spectabile Boreau x telephium L.)"		Crassulaceae	D	1928	N	Cult.	X		X	Nat.	Hort.
Sedum anacampseros L.		Crassulaceae	D	<1850	<1850	E			X	Cas.	Hort.
Sedum anopetalum DC. 		Crassulaceae	D	1873	1898	E			X	Cas.	Hort.
Sedum cepaea L.		Crassulaceae	D	1866	<1979	E AS-Te	X		X	Cas.	Hort.
Sedum dasyphyllum L.		Crassulaceae	D	1836	1935	E AF AS-Te	X	X	X	Ext.	Hort.
Sedum hispanicum L.		Crassulaceae	D	1871	N	E AS-Te	X		X	Nat.	Hort.
Sedum hybridum L.		Crassulaceae	D	2001	2015	AS-Te	X			Cas.	Hort.
Sedum kamtschaticum Fisch. et C.A. Mey. subsp. ellacombianum (Praeg.) R.T. Clausen		Crassulaceae	D	1990	2014	AS-Te	X		X	Cas.	Hort.
Sedum sarmentosum Bunge		Crassulaceae	D	1968	N	AS-Te	X		X	Nat.	Hort.
Sedum sediforme (Jacq.) Pau i	Sedum nicaeense All.	Crassulaceae	D	2013	N	E AF AS-Te			X	Nat.	Hort.
Sedum spurium Bieb.		Crassulaceae	D	1866	N	AS-Te	X		X	Nat.	Hort.
Sedum stoloniferum S.G. Gmel.		Crassulaceae	D	2011	2013	AS-Te	X			Cas.	Hort.
Sedum telephium L. subsp. maximum (L.) Rouy et E.G. Camus		Crassulaceae	D	1872	1927	E AS-Te			X	Cas.	Hort.
Sempervivum tectorum L.		Crassulaceae	D	<1800	N	E	X	X	X	Nat.	Hort.
Sempervivum x barbulatum Schott	S. arachnoideum L. x montanum L.	Crassulaceae	D	2009	2015	Hybr.	X			Cas.	Hybridization
Umbilicus rupestris (Salisb.) Dandy		Crassulaceae	A	2000	N	E AF AS-Te	X			Nat.	Ore
Citrullus lanatus (Thunb.) Matsumura et Nakai		Cucurbitaceae	D	1908	2015	AF	X	X	X	Cas.	Food refuse
Cucumis melo L.		Cucurbitaceae	D	1949	2014	AF AS	X		X	Cas.	Food refuse
Cucumis myriocarpus Naudin		Cucurbitaceae	A	1895	1955	AF	X		X	Cas.	Wool,…
Cucumis sativus L.		Cucurbitaceae	D	1950	2015	?	X			Cas.	Food refuse
Cucurbita moschata Duchesne		Cucurbitaceae	D	2014	2014	AM	X			Cas.	Food refuse
Cucurbita pepo L.		Cucurbitaceae	D	1901	Ann.	AM	X	X	X	Cas.	Food refuse
Ecballium elaterium (L.) A. Rich.		Cucurbitaceae	D	1875	1875	E AF AS-Te			X	Cas.	Hort.
Sicyos angulatus L.		Cucurbitaceae	A	1882	2015	NAM	X		X	Cas.	Grain, wool,…
Thladiantha dubia Bunge		Cucurbitaceae	D	2010	2010	AS-Te	X			Cas.	Food refuse?
Chamaecyparis lawsoniana (A.Murray) Parl.		Cupressaceae	D	1998	Ann.	NAM	X	X	X	Cas.	Hort.
Thuja occidentalis L.		Cupressaceae	D	2007	2015	NAM	X		X	Cas.	Hort.
Thuja plicata Donn ex D. Don		Cupressaceae	D	2004	2015	NAM	X			Cas.	Hort.
Xanthocyparis nootkatensis (D. Don) Farjon et Harder	Chamaecyparis nootkatensis (D. Don) Spach	Cupressaceae	D	2009	2009	NAM			X	Cas.	Hort.
Carex crawfordii Fernald		Cyperaceae	A	1976	N	NAM	X		X	Nat.	Waterfowl?
Carex crus-corvi Shuttlw.		Cyperaceae	A	1947	1947	NAM			X	Cas.	Wool
Carex grayi Carey		Cyperaceae	D	2011	2015	NAM	X			Cas.	Hort.
Carex loliacea L.		Cyperaceae	A	2015	2015	E AS-Te NAM	X			Cas.	Timber
Carex melanostachya M. Bieb. ex Willd. 		Cyperaceae	A	<2010	N	E AS-Te	X			Nat.	?
Carex morrowii Boott		Cyperaceae	D	1950	2015	AS-Te	X			Cas.	Hort.
Carex muricata L. subsp. muricata		Cyperaceae	A	1971	2015	E AF AS-Te	X		X	Cas.	Timber
Carex muskingumensis Schweinitz		Cyperaceae	D	2010	2015	NAM	X			Cas.	Hort.
Carex scoparia Schkuhr ex Willdenow		Cyperaceae	A	2013	2015	NAM	X			Cas.	Coconut mats
Carex secalina Willd. ex Wahlenb.		Cyperaceae	A	2009	2011	E AS-Te	X			Cas.	?
Carex vulpinoidea Michaux		Cyperaceae	A	1970	2014	NAM	X			Cas.	Military troops?
Cyperus aggregatus (Willd.) Endl.	Cyperus flavus (Vahl) Boeckeler	Cyperaceae	A	1887	1887	SAM			X	Cas.	Wool
Cyperus congestus Vahl		Cyperaceae	A	1886	2008	AF	X		X	Cas.	Wool
Cyperus conglomeratus Rottb.		Cyperaceae	A	1947	1947	AF AS			X	Cas.	Wool
Cyperus cyperoides (L.) O. Kuntze		Cyperaceae	A	2000	2000	AF AS	X			Cas.	Grain
Cyperus difformis L.		Cyperaceae	A	1911	1947	E AF AS AUS			X	Cas.	Wool
Cyperus eragrostis Lam.		Cyperaceae	A	1896	N	AM	X		X	Inv.	Grain, wool,…
Cyperus esculentus L. var. leptostachyus Boeckeler		Cyperaceae	A	1981	N	NAM  	X			Nat.	Seeds
Cyperus exaltatus Retz.		Cyperaceae	A	1911	1947	Trop.			X	Cas.	Wool
Cyperus imbricatus Retz.		Cyperaceae	A	1947	1947	Trop.			X	Cas.	Wool
Cyperus involucratus Rottb.		Cyperaceae	D	1953	1954	AF			X	Cas.	Hort.
Cyperus longus L. subsp. badius (Desf.) Bonnier et Layens		Cyperaceae	A	1816	1947	E AF AS			X	Cas.	Wool,…
Cyperus longus L. subsp. longus		Cyperaceae	D/A	1911	N	E AF AS	X		X	Nat.	Hort.
Cyperus longus L. subsp. tenuiflorus (Rottb.) Kük.		Cyperaceae	A	1947	1947	AF			X	Cas.	Wool
Cyperus reflexus Vahl		Cyperaceae	A	1887	1892	AM			X	Cas.	Wool
Cyperus rigens J. Presl et C. Presl		Cyperaceae	A	1949	1949	SAM			X	Cas.	Wool
Cyperus rotundus L.		Cyperaceae	A	1951	2009	Trop.	X			Cas.	Food refuse
Cyperus virens Michaux		Cyperaceae	A	1947	1947	AM			X	Cas.	Wool
Eleocharis austriaca Hayek	Eleocharis palustris (L.) Roem. et Schult. subsp. austriaca (Hayek) Podp.	Cyperaceae	A	2006	N	E			X	Nat.	Military troops?
Eleocharis engelmannii Steud. 		Cyperaceae	A	2014	N	NAM	X			Nat.	Waterfowl?
Eleocharis obtusa (Willd.) Schultes		Cyperaceae	A	2006	N	NAM	X		X	Nat.	Military troops
Fimbristylis dichotoma (L.) Vahl s.l.		Cyperaceae	A	1911	1911	Trop.			X	Cas.	Wool
Schoenoplectiella bucharica (Roshev.) Hayasaka	 	Cyperaceae	A	2014	2015	AS-Te	X			Cas.	Grain?
Scirpus atrovirens Willd. subsp. georgianus (R.M. Harper) Verloove et Lambinon 	Scirpus atrovirens Willd. var. georgianus (R.M. Harper) Fernald	Cyperaceae	A	2003	N	NAM			X	Nat.	Military troops?
Drosera linearis Goldie		Droseraceae	D	2006	2006	NAM			X	Cas.	Hort.
Cyrtomium falcatum (L. f.) C. Presl		Dryopteridaceae	D	1998?	2015	AS-Te	X			Cas.	Hort.
Cyrtomium fortunei J. Smith		Dryopteridaceae	D	2002	2015	AS-Te	X		X	Cas.	Hort.
Dryopteris cycadina (Franch. & Sav.) C. Christens.		Dryopteridaceae	D	2006	2006	AS-Te	X			Cas.	Hort.
Dryopteris erythrosora (D.C. Eaton) Kuntze		Dryopteridaceae	D	2015	2015	NAM	X			Cas.	Hort.
Polystichum tsus-simense J. Smith		Dryopteridaceae	D	2006	2006	AS 	X			Cas.	Hort.
Rumohra adiantiformis (Forster) Ching.		Dryopteridaceae	D	1993	1993	AF AS-Tr SAM AUS	X			Cas.	Hort.
Elaeagnus angustifolia L.		Elaeagnaceae	D	1939	N	E AS-Te	X			Inv.	Hort.
Elaeagnus macrophylla Thunb.		Elaeagnaceae	D	2013	2013	AS-Te	X			Cas.	Hort.
Elaeagnus multiflora Thunb.		Elaeagnaceae	D	2005	2005	AS-Te	X			Cas.	Hort.
Elaeagnus pungens Thunb.		Elaeagnaceae	D	2012	2015	AS-Te	X			Cas.	Hort.
Elaeagnus umbellata Thunb.		Elaeagnaceae	D	1953	N	AS-Te	X	X	X	Nat.	Hort.
Elaeagnus x submacrophylla Servettaz (E. macrophylla Thunb. x pungens Thunb.)	Elaeagnus x ebbingei J. Doorenbos	Elaeagnaceae	D	2005	2015	Cult.	X			Cas.	Hort.
Elatine alsinastrum L.		Elatinaceae	A?	1860?	1863	E AF AS-Te	X		?	Cas.	?
Ephedra distachya L.		Ephedraceae	A?	<1842	2005	E AS	X			Cas.	?
Ephedra saxatalis (Stapf) Royle subsp. sikkimensis (Stapf) Florin		Ephedraceae	D	1998	2015	AS-Te	X			Cas.	Hort.
Equisetum hyemale L. subsp. affine (Engelm.) Calder et R.L. Taylor		Equisetaceae	D	2007	N	AM	X			Nat.	Hort.
Equisetum scirpoides Michaux		Equisetaceae	D?	2007	N?	E	X			Nat.?	Hort.
Arbutus unedo L.		Ericaceae	D?	2014	2015	E AF AS-Te	X			Cas.	Hort.
Daboecia cantabrica (Huds.) K.Koch		Ericaceae	D	2012	2014	E	X			Cas.	Hort.
Erica carnea L.	E. herbacea L.	Ericaceae	D	1944	2011	E	X		X	Cas.	Hort.
Erica vagans L.		Ericaceae	D	<1900	1913	E	X		X	Cas.	Hort.
Gaultheria procumbens L.		Ericaceae	D	1943	2014	NAM	X			Cas.	Hort.
Kalmia angustifolia L.		Ericaceae	D	1903	N	NAM	X			Nat.	Hort.
Ledum palustre L.		Ericaceae	D	1858	1880	NAM	X			Ext.	Hort.
Leucothoe fontanesiana (Steud.) Sleumer		Ericaceae	D	2006	2013	NAM	X		X	Cas.	Hort.
Moneses uniflora (L.) A. Gray		Ericaceae	A	<1850	<1949	E AS-Te NAM	X		X	Cas.	Pines
Orthilia secunda (L.) House		Ericaceae	A	1901	1956	E AS-Te NAM	X		X	Cas.?	Pines
Rhododendron luteum Sweet		Ericaceae	D	1963	N	E AS-Te	X		X	Nat.	Hort.
Rhododendron ponticum L.		Ericaceae	D	1920	N	E AS-Te	X	X	X	Inv.	Hort.
Vaccinium corymbosum L.		Ericaceae	D	1996	2015	NAM	X			Cas.	Hort.
Vaccinium macrocarpon Ait.		Ericaceae	D	1957	N	NAM	X			Nat.	Hort.
Acalypha indica L.		Euphorbiaceae	A	2003	2003	AF AS-Tr  	X			Cas.	Nurseries
Euphorbia amygdaloides L. subsp. robbiae (Turrill) Stace		Euphorbiaceae	D	2000	N	AS-Te	X			Nat.	Hort.
Euphorbia brittingeri Opiz ex Samp.		Euphorbiaceae	A	1973	N	E			X	Nat.	Seeds,…
Euphorbia chamaesyce L.	Chamaesyce canescens (L.) Prokh.	Euphorbiaceae	A	2000	2000	E AF AS-Te			X	Cas.	Traffic?
Euphorbia characias L.		Euphorbiaceae	D	2001	N	E AF AS-Te	X			Nat.	Hort.
Euphorbia dentata Michaux	Poinsettia dentata (Michaux) Klotzsch et Garcke	Euphorbiaceae	A	1986	2004	NAM	X			Cas.	Grain
Euphorbia epithymoides L.		Euphorbiaceae	D	1937	2015	E	X		X	Cas.	Hort.
Euphorbia esula L. subsp. tommasiniana (Bertol.) Kuzmanov		Euphorbiaceae	A	<1850	N	E AS-Te	X	X	X	Nat.	Ore,…
Euphorbia glomerifera (Millsp.) L.C. Wheeler	Chamaesyce glomerifera Millsp.	Euphorbiaceae	A	1998	1998	AM	X			Cas.	Nurseries
Euphorbia glyptosperma Engelm.	Chamaesyce glyptosperma (Engelm.) Small	Euphorbiaceae	A	2003	2003	AM	X			Cas.	Grain
Euphorbia heterophylla L.	Poinsettia heterophylla (L.) Klotzsch et Garcke	Euphorbiaceae	A	1997	2000	AM	X			Cas.	Grain
Euphorbia humifusa Willd.	Chamaesyce humifusa (Willd.) Prokh.	Euphorbiaceae	A	1880	N	AS 	X	X	X	Nat.	Nurseries
Euphorbia lathyris L.		Euphorbiaceae	D	1554	N	E AF AS-Te	X	X	X	Nat.	Hort.
Euphorbia maculata L.	Chamaesyce maculata (L.) Small	Euphorbiaceae	A	<1950	N	NAM	X	X	X	Nat.	Urban weed
Euphorbia myrsinites L.		Euphorbiaceae	D	2007	2013	E AS-Te	X			Cas.?	Hort.
Euphorbia nutans Lag.	Chamaesyce nutans (Lag.) Small	Euphorbiaceae	A	1995	1995	AM	X			Cas.	Grain
Euphorbia oblongata Griseb.		Euphorbiaceae	D	2008	2014	E	X			Cas.	Hort.
Euphorbia palustris L.		Euphorbiaceae	D	1838	N	E AS-Te	X			Nat.	Hort.
Euphorbia peplis L.	Chamaesyce peplis (L.) Prokh.	Euphorbiaceae	A	1878	1878	E AF AS-Te	X			Cas.	?
Euphorbia prostrata Ait.	Chamaesyce prostrata (Ait.) Small	Euphorbiaceae	A	2002	N	AM	X	X	X	Nat.	Urban weed
Euphorbia seguieriana Neck.		Euphorbiaceae	A?	1858	1858	E AS-Te	X			Cas.	Ore?
Euphorbia serpens Kunth subsp. fissistipula (Thell.) Verloove et Lambinon	Chamaesyce serpens (Kunth) Small subsp. fissistipula (Thell.) Hügin	Euphorbiaceae	A	1992	1994	SAM	X			Cas.	Grain
Euphorbia vermiculata Raf.	Chamaesyce vermiculata (Raf.) House	Euphorbiaceae	A	2007	N?	NAM			X	Nat.?	Timber
Euphorbia x pseudoesula Schur (E. cyparissias L. x esula)		Euphorbiaceae	H	1960?	1960?	Hybr.			X	Cas.?	Hybridization
Ricinus communis L.		Euphorbiaceae	D	1940	2013	AF	X	X	X	Cas.	Hort. 
Aeschynomene americana L.		Fabaceae	A	2003	2003	AM	X			Cas.	Grain
Aeschynomene indica L.		Fabaceae	A	1999	1999	Trop.	X			Cas.	Birdseed
Amorpha fruticosa L.		Fabaceae	D	1946	2014	NAM	X		X	Cas.	Hort.
Anthyllis vulneraria L. subsp. carpatica (Pant.) Nyman		Fabaceae	D	1866	2015	E	X		X	Cas.?	Hort.
Anthyllis vulneraria L. subsp. polyphylla (DC.) Nyman		Fabaceae	D	1864	1983	E AS-Te	X		X	Cas.?	Hort.
Arachis hypogaea L.		Fabaceae	D	1950	1950	SAM	X			Cas.	?
Astragalus boeticus L.		Fabaceae	A	1906	1906	E AF AS-Te			X	Cas.	Wool
Astragalus cicer L.		Fabaceae	A?	1952	2000	E AS-Te	X	X		Cas.	?
Astragalus cymbicarpos Brot.		Fabaceae	A	1906	1906	E AF			X	Cas.	Wool
Astragalus hamosus L.		Fabaceae	A	2001	2001	E AF AS-Te	X			Cas.	Grain?
Astragalus onobrychis L.		Fabaceae	A	1893	1934	E AF AS-Te	X		X	Cas.	Wool,…
Astragalus oxyglottis Bieb.		Fabaceae	A	1955	1955	E AS-Te			X	Cas.	Grain
Astragalus stella L.		Fabaceae	A	1892	1892	E AF			X	Cas.	Wool
Biserrula pelecinus L.	Astragalus pelecinus (L.) Barneby	Fabaceae	A	1916	1916	E AF AS-Te			X	Cas.	?
Cercis siliquastrum L.		Fabaceae	D	2005	2005	E AF AS-Te	X			Cas.	Hort.
Cicer arietinum L.		Fabaceae	D	<1835	2005	AS-Te	X		X	Cas.	Agric.
Colutea arborescens L.		Fabaceae	D	1813	N	E AF AS-Te	X	X	X	Nat.	Hort.
Colutea x media Willd. (C. arborescens x orientalis Mill.)		Fabaceae	D	1974	2012	Hybr.	X			Cas.?	Hort.
Coronilla scorpioides (L.) Koch		Fabaceae	A	1892	2014	E AF AS-Te	X	X	X	Cas.	Wool, grain,…
Cullen americanum (L.) Rydberg	Psoralea americana L.	Fabaceae	A	1915	2001	E AF	X	X	X	Cas.	Grain, wool
Cullen cinereum (Lindl.) J.W. Grimes	Psoralea cinerea Lindl.	Fabaceae	A	1911	1947	AUS			X	Cas.	Wool
Cytisus decumbens (Durande) Spach		Fabaceae	D?	1858	1858	E			X	Cas.	Hort.?
Cytisus hirsutus L.	Chamaecytisus hirsutus (L.) Link	Fabaceae	D?	1872	1888	E AS-Te	X		X	Cas.	Hort.?
Cytisus multiflorus (L'Hérit.) Sweet		Fabaceae	D	1955	N	E	X		X	Nat.	Hort.
Cytisus sessilifolius L.		Fabaceae	D	1949	1949	E			X	Cas.	Hort.
Cytisus striatus (Hill) Rothm.		Fabaceae	D	1992	N	E	X		X	Nat.	Hort.
Desmanthus illinoensis (Michaux) Mc. Millan ex Robinson et Fernald		Fabaceae	A	1995	1998	NAM	X			Cas.	Grain
Dorycnium hirsutum (L.) Seringe		Fabaceae	D?	2004	2004	E AF AS-Te	X			Cas.	Hort.
Dorycnium pentaphyllum Scop.		Fabaceae	A	1903	1903	E AF AS-Te			X	Cas.	Wool
Galega officinalis L.		Fabaceae	D	1854	N	E AS-Te	X	X	X	Nat.	Agric.
Glycine max (L.) Merrill		Fabaceae	D	1980	2011	?	X			Cas.	Agric.
Halimodendron halodendron (Pallas) Voss		Fabaceae	D	1953	1953	E AS-Te		X		Cas.	Hort.
Hippocrepis emerus (L.) Lassen		Fabaceae	D	1860	1998	E AS-Te			X	Cas.	Hort.
Laburnum anagyroides Med.		Fabaceae	D	1860	N	E	X	X	X	Nat.	Hort.
Lathyrus angulatus L.		Fabaceae	A	<1850	<1850	E AF AS-Te			X	Cas.	?
Lathyrus annuus L.		Fabaceae	A	1909	1990	E AF AS-Te	X	X	X	Cas.	Grain?
Lathyrus cicera L.		Fabaceae	A	1867	1956	E AF AS-Te		X	X	Cas.	Wool, seeds,…
Lathyrus clymenum L.		Fabaceae	A	1891	1913	E AF AS-Te			X	Cas.	Wool,…
Lathyrus heterophyllus L.		Fabaceae	A	2011	N	E	X			Nat.	?
Lathyrus inconspicuus L.		Fabaceae	A	1894	1946	E AF AS-Te		X	X	Cas.	Wool,…
Lathyrus latifolius L.		Fabaceae	D	1874	N	E AF	X	X	X	Nat.	Hort.
Lathyrus niger (L.) Bernh.		Fabaceae	D	1803	N	E AF AS-Te		X	X	Nat.	Hort.
Lathyrus ochrus (L.) DC.		Fabaceae	A	1913	1952	E AF AS-Te			X	Cas.	Seeds  
Lathyrus odoratus L.		Fabaceae	D	1880	2011	E	X		X	Cas.	Hort.
Lathyrus sativus L.		Fabaceae	A	1859	1960	E AF AS 	X		X	Cas.	Wool, seeds,…
Lathyrus sphaericus Retz.		Fabaceae	A	1856	1927	E AF AS-Te	X	 	X	Cas.	?
Lathyrus vernus (L.) Bernh.		Fabaceae	D?	1830	1952	E AS-Te	X		X	Cas.?	Hort.?
Lens culinaris Med.		Fabaceae	D/A	1852	2014	?	X	X	X	Cas.	Agric., wool,…
Lens nigricans (Bieb.) Godr.		Fabaceae	A	1913	1913	E AF AS-Te			X	Cas.	Grain?
Lotus angustissimus L.		Fabaceae	A	1872	1872	E AF AS-Te			X	Cas.	?
Lotus conimbricensis Brot.		Fabaceae	A	1809	<1850	E AF AS-Te			X	Cas.	Wool
Lotus corniculatus L. var. sativus Hyl. ex Jalas		Fabaceae	D	2005	2005	Cult.	X			Cas.	Hort.
Lotus maritimus L. 	Tetragonolobus maritimus (L.) Roth	Fabaceae	A	1861	1933	E AF AS-Te	X		X	Cas.	Seeds?
Lotus tetragonolobus L.	Tetragonolobus purpureus Moench	Fabaceae	A	1854	1954	E AF AS-Te	X		X	Cas.	?
Lupinus albus L.		Fabaceae	D	1983	2007	E			X	Cas.	Hort.
Lupinus angustifolius L.		Fabaceae	D	1861	2011	E AF AS-Te	X	X	X	Cas.	Agric.
Lupinus luteus L.		Fabaceae	D	1869	2014	E AF	X		X	Cas.	Agric.
Lupinus polyphyllus Lindl.		Fabaceae	D	1882	N	NAM	X	X	X	Inv.	Hort.
Medicago carstiensis Wulfen		Fabaceae	A	1896	1896	E	X			Cas.	Seeds  
Medicago doliata Carmign.		Fabaceae	A	1894	1940	E AF AS-Te	X		X	Cas.	Wool,…
Medicago fischeriana (Seringe) Trautv.		Fabaceae	A	1902	1904	E AS-Te			X	Cas.	Wool
Medicago intertexta (L.) Mill. subsp. ciliaris (L.) Ponert	Medicago ciliaris (L.) All.	Fabaceae	A	1947	1948	E AF AS-Te	X		X	Cas.	Wool,…
Medicago intertexta (L.) Mill. subsp. intertexta		Fabaceae	A	<1858	1940	E AF AS-Te	X			Cas.	Seeds?
Medicago laciniata (L.) Mill.		Fabaceae	A	1891	2011	AF AS-Te	X		X	Cas.	Wool,…
Medicago littoralis Rohde ex Loisel.		Fabaceae	A	1918	2015	E AF AS-Te	X			Cas.	Tourists
Medicago monantha (C.A. Mey.) Trautv. subsp. incisa (Benth.) Verloove et Lambinon	Trigonella incisa Benth.	Fabaceae	A	1885	1901	AS-Te	X		X	Cas.	Wool, grain
Medicago monantha (C.A. Mey.) Trautv. subsp. noeana (Boiss.) Greuter et Burdet	Trigonella noeana Boiss.	Fabaceae	A	1886	1955	AS-Te	X		X	Cas.	Grain
Medicago monspeliaca (L.) Trautv. 	Trigonella monspeliaca L.	Fabaceae	A	2015	2015	E AF AS-Te	X			Cas.	Grain
Medicago murex Willd.		Fabaceae	A	1923	1995	E AF AS-Te	X			Cas.	Grain,…
Medicago orbicularis (L.) Bartal.		Fabaceae	A	1854	1956	E AF AS-Te	X			Cas.	Seeds?
Medicago polymorpha L. s.l.		Fabaceae	A	1813	Ann.	E AF AS-Te	X	X	X	Cas.	Grain, wool,…
Medicago praecox DC.		Fabaceae	A	1887	2003	E AF AS-Te	X		X	Cas.	Wool,…
Medicago rigidula (L.) All.		Fabaceae	A	1822	1959	E AF AS-Te		X	X	Cas.	Wool,…
Medicago sativa L.		Fabaceae	D	1856	N	E AF AS-Te	X	X	X	Nat.	Agric.
Medicago scutellata (L.) Mill.		Fabaceae	A	1911	2009	E AF AS-Te	X		X	Cas.	Grain
Medicago tornata subsp. helix (Willd.) Ooststr. & Reichg.	Medicago italica (Mill.) Fiori	Fabaceae	A	1949	1949	E AF AS-Te	X			Cas.	?
Medicago truncatula Gaertn.		Fabaceae	A	<1834	2015	E AF AS-Te	X		X	Cas.	Grain, wool,…
Medicago turbinata (L.) All.		Fabaceae	A	1882	1882	E AF AS-Te	X			Cas.	Grain?
Medicago x varia Martyn (M. falcata L. x sativa)		Fabaceae	H	1859	Ann.	Hybr.	X	X	X	Cas.?	Hybridization
Melilotus albus Med.		Fabaceae	A/D	<1800	N	E AS-Te	X	X	X	Nat.	Grain, wool,…
Melilotus elegans Salzm. ex Seringe		Fabaceae	A	1949	1949	E AF AS-Te			X	Cas.	Grain?
Melilotus infestus Guss.		Fabaceae	A	2012	2014	E AF	X			Cas.	Grain
Melilotus indicus (L.) All.		Fabaceae	A	1851	Ann.	E AS-Te	X	X	X	Cas.	Grain, wool,…
